endDate;heatDays;summerDays;tropicalNights;iceDays
1951-10-31;14;60;0;6
1952-10-31;15;60;0;27
1953-10-31;11;48;0;33
1954-10-31;2;38;0;28
1955-10-31;1;35;0;17
1956-10-31;5;45;0;33
1957-10-31;12;39;0;10
1958-10-31;7;68;0;20
1959-10-31;4;55;0;12
1960-10-31;6;41;0;15
1961-10-31;15;62;0;9
1962-10-31;14;55;0;15
1963-10-31;11;57;0;32
1964-10-31;13;59;0;17
1965-10-31;13;35;0;14
1966-10-31;6;41;0;16
1967-10-31;10;46;0;12
1968-10-31;8;36;0;14
1969-10-31;8;56;0;17
1970-10-31;7;48;0;13
1971-10-31;11;55;0;20
1972-10-31;10;38;0;1
1973-10-31;4;53;0;4
1974-10-31;6;54;0;0
1975-10-31;4;51;0;0
1976-10-31;12;55;0;3
1977-10-31;3;38;0;5
1978-10-31;1;40;0;12
1979-10-31;4;56;0;10
1980-10-31;7;40;0;12
1981-10-31;11;50;0;19
1982-10-31;11;67;0;5
1983-10-31;16;66;0;7
1984-10-31;9;40;1;12
1985-10-31;10;61;0;23
1986-10-31;8;61;0;19
1987-10-31;8;53;0;19
1988-10-31;10;55;0;0
1989-10-31;5;49;0;2
1990-10-31;15;65;0;3
1991-10-31;11;65;0;6
1992-10-31;23;73;2;9
1993-10-31;10;61;1;8
1994-10-31;31;75;1;3
1995-10-31;14;49;0;10
1996-10-31;11;48;0;7
1997-10-31;4;61;0;3
1998-10-31;19;58;1;2
1999-10-31;8;56;0;11
2000-10-31;17;69;0;7
2001-10-31;20;60;1;3
2002-10-31;19;69;1;6
2003-10-31;45;100;0;18
2004-10-31;18;65;0;6
2005-10-31;24;65;0;11
2006-10-31;33;72;0;17
2007-10-31;18;86;0;2
2008-10-31;20;73;1;1
2009-10-31;23;73;0;9
2010-10-31;26;59;3;12
2011-10-31;23;93;0;7
2012-10-31;24;77;2;16
2013-10-31;31;78;1;9
2014-10-31;16;58;0;0
2015-10-31;46;78;3;4
2016-10-31;19;76;0;3
2017-10-31;31;77;2;11
2018-10-31;36;103;0;5
2019-10-31;34;81;3;5
2020-10-31;23;77;0;0
2021-10-31;19;69;0;8
2022-10-31;33;98;1;0
2023-10-31;40;97;2;3
2024-10-31;35;95;0;1
