year;averageTemperature;heatDays;summerDays;tropicalNights;iceDays
1949;null;null;null;null;null
1950;null;null;null;null;null
1951;null;null;null;null;null
1952;null;null;null;null;null
1953;6.09;0;25;0;44
1954;5.03;0;13;0;45
1955;5.34;1;11;0;33
1956;4.38;2;22;0;61
1957;null;null;null;null;null
1958;5.56;0;25;0;51
1959;null;null;null;null;null
1960;null;null;null;null;null
1961;6.26;1;42;0;42
1962;null;null;null;null;null
1963;null;null;null;null;null
1964;-1.03;0;0;0;43
1965;5.17;1;18;0;56
1966;6.22;0;21;0;54
1967;6.48;1;27;0;40
1968;5.57;1;15;0;52
1969;null;null;null;null;null
1970;null;null;null;null;null
1971;5.38;0;30;0;41
1972;5.35;1;18;0;52
1973;6.08;0;32;0;36
1974;6.36;3;25;0;15
1975;6.16;0;18;0;23
1976;5.81;0;19;0;48
1977;6.15;0;14;0;41
1978;5.26;0;8;0;59
1979;null;null;null;null;null
1980;5.16;1;17;0;57
1981;6.08;1;23;0;51
1982;6.75;1;31;0;28
1983;6.94;8;38;0;30
1984;5.44;4;22;0;41
1985;5.82;0;24;0;50
1986;5.85;0;34;0;59
1987;5.94;0;22;0;45
1988;6.57;0;28;0;23
1989;6.83;0;12;0;15
1990;null;null;null;null;null
1991;5.56;1;28;0;54
1992;6.93;0;30;0;34
1993;6.61;0;29;0;37
1994;7.9;2;42;0;27
1995;6.44;0;19;0;31
1996;5.86;0;16;0;53
1997;7.15;0;12;0;29
1998;7.09;2;32;0;38
1999;6.78;0;18;0;42
2000;7.47;0;30;0;27
2001;6.95;2;34;0;38
2002;7.69;4;24;0;18
2003;7.17;8;60;0;38
2004;6.58;0;23;0;40
2005;6.18;4;35;0;60
2006;7.05;2;38;0;37
2007;7.58;6;30;0;20
2008;7.19;0;30;0;31
2009;6.83;2;38;0;47
2010;6.32;7;40;0;66
2011;7.87;6;39;0;25
2012;7.46;6;46;0;44
2013;7.02;10;48;0;40
2014;7.9;3;20;0;16
2015;8.16;8;43;0;13
2016;7.66;1;28;0;26
2017;7.77;10;53;0;36
2018;8.07;2;42;0;35
2019;7.88;8;49;0;25
2020;7.87;5;34;0;27
2021;6.74;0;38;0;43
2022;null;7;58;0;18
