month;averageTemperature;heatDays;summerDays;tropicalNights;iceDays
1951-1;-3.04;0;0;0;11
1951-2;-0.72;0;0;0;2
1951-3;1.28;0;0;0;1
1951-4;7.13;0;0;0;0
1951-5;11.91;0;2;0;0
1951-6;16.5;1;9;0;0
1951-7;17.97;0;19;0;0
1951-8;17.99;3;17;0;0
1951-9;15.84;0;11;0;0
1951-10;8.01;0;0;0;0
1951-11;5.06;0;0;0;0
1951-12;-1.09;0;0;0;4
1952-1;-6.12;0;0;0;20
1952-2;-2.07;0;0;0;5
1952-3;4.1;0;0;0;0
1952-4;10.56;0;0;0;0
1952-5;12.63;0;0;0;0
1952-6;17.22;0;13;0;0
1952-7;19.69;8;20;0;0
1952-8;18.35;6;17;0;0
1952-9;11.32;0;1;0;0
1952-10;7.35;0;0;0;0
1952-11;-0.33;0;0;0;4
1952-12;-4.89;0;0;0;17
1953-1;-6.57;0;0;0;19
1953-2;-2.41;0;0;0;7
1953-3;4.84;0;0;0;0
1953-4;9.63;0;0;0;0
1953-5;13.62;0;9;0;0
1953-6;15.17;0;3;0;0
1953-7;17.83;1;13;0;0
1953-8;16.7;0;11;0;0
1953-9;14.56;0;6;0;0
1953-10;10.82;0;0;0;0
1953-11;1.29;0;0;0;2
1953-12;-2.52;0;0;0;11
1954-1;-7.53;0;0;0;20
1954-2;-4.24;0;0;0;11
1954-3;4.61;0;0;0;0
1954-4;7.2;0;0;0;0
1954-5;11.78;0;2;0;0
1954-6;16.41;0;5;0;0
1954-7;15.42;0;8;0;0
1954-8;15.75;0;9;0;0
1954-9;14.72;0;7;0;0
1954-10;7.79;0;0;0;0
1954-11;2.11;0;0;0;2
1954-12;-0.59;0;0;0;3
1955-1;-4.74;0;0;0;14
1955-2;-1.35;0;0;0;2
1955-3;1.37;0;0;0;2
1955-4;8.35;0;1;0;0
1955-5;11.43;0;2;0;0
1955-6;15.17;0;9;0;0
1955-7;17.81;3;17;0;0
1955-8;15.97;0;10;0;0
1955-9;13.4;0;3;0;0
1955-10;8.2;0;0;0;0
1955-11;0.95;0;0;0;4
1955-12;-0.42;0;0;0;3
1956-1;-4.12;0;0;0;14
1956-2;-9.59;0;0;0;21
1956-3;2.83;0;0;0;2
1956-4;6.92;0;0;0;0
1956-5;12.86;0;4;0;0
1956-6;13.75;0;2;0;0
1956-7;17.81;3;14;0;0
1956-8;17.36;1;12;0;0
1956-9;14.86;0;7;0;0
1956-10;8.15;0;0;0;0
1956-11;-0.84;0;0;0;6
1956-12;-3.53;0;0;0;15
1957-1;-3.21;0;0;0;13
1957-2;1.99;0;0;0;0
1957-3;6.55;0;0;0;0
1957-4;8.19;0;0;0;0
1957-5;10.62;0;0;0;0
1957-6;16.5;0;8;0;0
1957-7;17.58;6;12;0;0
1957-8;16.06;0;12;0;0
1957-9;12.83;0;2;0;0
1957-10;8.2;0;0;0;0
1957-11;4.02;0;0;0;0
1957-12;-1.27;0;0;0;7
1958-1;-6.53;0;0;0;18
1958-2;1.16;0;0;0;1
1958-3;0.22;0;0;0;3
1958-4;5.93;0;0;0;0
1958-5;15.37;0;9;0;0
1958-6;15.69;0;6;0;0
1958-7;18.32;1;20;0;0
1958-8;17.29;1;12;0;0
1958-9;14.65;0;3;0;0
1958-10;9.02;0;0;0;0
1958-11;3.26;0;0;0;0
1958-12;-2.06;0;0;0;10
1959-1;-2.08;0;0;0;8
1959-2;0.92;0;0;0;0
1959-3;6.93;0;0;0;0
1959-4;9.04;0;0;0;0
1959-5;12.24;0;2;0;0
1959-6;16.13;0;7;0;0
1959-7;18.35;0;16;0;0
1959-8;16.71;1;10;0;0
1959-9;14.46;0;7;0;0
1959-10;8.18;0;0;0;0
1959-11;1.59;0;0;0;1
1959-12;-1.49;0;0;0;6
1960-1;-4.55;0;0;0;11
1960-2;-2.07;0;0;0;9
1960-3;3.77;0;0;0;1
1960-4;8.6;0;0;0;0
1960-5;13.31;0;2;0;0
1960-6;16.74;1;10;0;0
1960-7;16.1;0;7;0;0
1960-8;16.71;2;7;0;0
1960-9;12.76;0;0;0;0
1960-10;8.63;0;0;0;0
1960-11;3.77;0;0;0;0
1960-12;-3.55;0;0;0;13
1961-1;-6.53;0;0;0;23
1961-2;0.65;0;0;0;0
1961-3;5.81;0;0;0;0
1961-4;11.94;0;0;0;0
1961-5;11.95;0;0;0;0
1961-6;17.17;1;12;0;0
1961-7;16.51;2;9;0;0
1961-8;17.32;3;17;0;0
1961-9;16.92;2;20;0;0
1961-10;9.7;0;0;0;0
1961-11;2.58;0;0;0;0
1961-12;-3.45;0;0;0;15
1962-1;-1.96;0;0;0;8
1962-2;0.3;0;0;0;3
1962-3;1.75;0;0;0;2
1962-4;8;0;0;0;0
1962-5;10.94;0;1;0;0
1962-6;14.41;2;8;0;0
1962-7;16.62;2;10;0;0
1962-8;18.87;1;19;0;0
1962-9;13.55;0;8;0;0
1962-10;8.55;0;0;0;0
1962-11;1.47;0;0;0;6
1962-12;-7.25;0;0;0;21
1963-1;-7.73;0;0;0;21
1963-2;-6.2;0;0;0;12
1963-3;2.38;0;0;0;2
1963-4;9.28;0;0;0;0
1963-5;12.35;0;2;0;0
1963-6;16.24;1;9;0;0
1963-7;18.79;1;19;0;0
1963-8;17.15;1;16;0;0
1963-9;15.33;0;5;0;0
1963-10;8.81;0;0;0;0
1963-11;5.54;0;0;0;0
1963-12;-6.04;0;0;0;24
1964-1;-10;0;0;0;24
1964-2;1.43;0;0;0;0
1964-3;3.75;0;0;0;1
1964-4;9.53;0;0;0;0
1964-5;13.72;0;5;0;0
1964-6;17.28;0;11;0;0
1964-7;17.95;3;19;0;0
1964-8;16.9;1;11;0;0
1964-9;14.66;0;7;0;0
1964-10;6.96;0;0;0;0
1964-11;4.36;0;0;0;0
1964-12;-4.03;0;0;0;17
1965-1;-4.25;0;0;0;15
1965-2;-3.57;0;0;0;4
1965-3;3.1;0;0;0;1
1965-4;7.76;0;0;0;0
1965-5;11.19;0;0;0;0
1965-6;16.33;2;13;0;0
1965-7;16.8;1;10;0;0
1965-8;15.98;3;6;0;0
1965-9;12.71;0;0;0;0
1965-10;8.98;0;0;0;0
1965-11;2.38;0;0;0;2
1965-12;-3.63;0;0;0;14
1966-1;-6.55;0;0;0;18
1966-2;3.08;0;0;0;0
1966-3;4.18;0;0;0;0
1966-4;10.14;0;0;0;0
1966-5;12.68;0;3;0;0
1966-6;17.26;0;14;0;0
1966-7;16.99;0;9;0;0
1966-8;15.77;3;7;0;0
1966-9;15.17;0;7;0;0
1966-10;11.62;0;0;0;0
1966-11;1.02;0;0;0;5
1966-12;-3.53;0;0;0;12
1967-1;-2.66;0;0;0;8
1967-2;0.24;0;0;0;1
1967-3;5.98;0;0;0;0
1967-4;7.38;0;0;0;0
1967-5;12.74;0;2;0;0
1967-6;15.69;2;10;0;0
1967-7;19.02;3;20;0;0
1967-8;17.49;0;8;0;0
1967-9;14.42;0;4;0;0
1967-10;10.49;0;0;0;0
1967-11;3.88;0;0;0;1
1967-12;-3.11;0;0;0;15
1968-1;-4.42;0;0;0;11
1968-2;0.23;0;0;0;1
1968-3;4.59;0;0;0;0
1968-4;9.71;0;3;0;0
1968-5;12.05;0;0;0;0
1968-6;15.07;1;6;0;0
1968-7;17.21;6;14;0;0
1968-8;15.96;0;2;0;0
1968-9;13.78;0;0;0;0
1968-10;9.89;0;0;0;0
1968-11;1.52;0;0;0;4
1968-12;-7.43;0;0;0;28
1969-1;-5.89;0;0;0;17
1969-2;-3.29;0;0;0;12
1969-3;2.43;0;0;0;0
1969-4;7.67;0;1;0;0
1969-5;14.26;1;5;0;0
1969-6;14.68;0;4;0;0
1969-7;18.35;8;20;0;0
1969-8;16.19;0;13;0;0
1969-9;14.96;0;1;0;0
1969-10;8.83;0;0;0;0
1969-11;2.85;0;0;0;2
1969-12;-8.35;0;0;0;26
1970-1;-3.05;0;0;0;12
1970-2;-1.79;0;0;0;4
1970-3;1.19;0;0;0;2
1970-4;6.22;0;0;0;0
1970-5;10.88;0;0;0;0
1970-6;17.33;0;15;0;0
1970-7;17.28;0;17;0;0
1970-8;17.61;2;14;0;0
1970-9;15.13;0;6;0;0
1970-10;8.28;0;0;0;0
1970-11;3.21;0;0;0;0
1970-12;-6.81;0;0;0;21
1971-1;-6.28;0;0;0;18
1971-2;-1.05;0;0;0;3
1971-3;0.63;0;0;0;6
1971-4;9.84;0;0;0;0
1971-5;13.64;0;2;0;0
1971-6;14.94;0;3;0;0
1971-7;18.91;7;21;0;0
1971-8;19.08;2;23;0;0
1971-9;12.45;0;1;0;0
1971-10;8.76;0;0;0;0
1971-11;1.8;0;0;0;7
1971-12;-3.3;0;0;0;13
1972-1;-7.07;0;0;0;30
1972-2;0.71;0;0;0;3
1972-3;5.59;0;0;0;0
1972-4;8.39;0;0;0;0
1972-5;12.03;0;1;0;0
1972-6;15.61;0;8;0;0
1972-7;17.46;2;15;0;0
1972-8;17.67;7;14;0;0
1972-9;11.01;0;0;0;0
1972-10;7.17;0;0;0;0
1972-11;1.68;0;0;0;2
1972-12;-5.4;0;0;0;21
1973-1;-3.93;0;0;0;13
1973-2;-1.65;0;0;0;1
1973-3;3.76;0;0;0;0
1973-4;5.99;0;0;0;0
1973-5;13.62;0;4;0;0
1973-6;17.07;0;14;0;0
1973-7;17.33;0;9;0;0
1973-8;19.15;2;18;0;0
1973-9;15.39;1;8;0;0
1973-10;7.21;0;0;0;0
1973-11;1.11;0;0;0;1
1973-12;-3.74;0;0;0;14
1974-1;-1.92;0;0;0;11
1974-2;2.85;0;0;0;0
1974-3;4.9;0;0;0;0
1974-4;8.2;0;0;0;0
1974-5;12.82;0;0;0;0
1974-6;15;0;4;0;0
1974-7;17.85;0;13;0;0
1974-8;18.96;5;16;0;0
1974-9;14.44;0;7;0;0
1974-10;5.25;0;0;0;0
1974-11;2.3;0;0;0;0
1974-12;0.12;0;0;0;4
1975-1;0.6;0;0;0;3
1975-2;1.44;0;0;0;0
1975-3;3.76;0;0;0;0
1975-4;7.72;0;0;0;0
1975-5;13.66;0;5;0;0
1975-6;15.04;0;8;0;0
1975-7;18.57;2;22;0;0
1975-8;17.73;1;13;0;0
1975-9;16.14;0;3;0;0
1975-10;7.72;0;0;0;0
1975-11;0.34;0;0;0;5
1975-12;-6.41;0;0;0;21
1976-1;-1.61;0;0;0;9
1976-2;-1.31;0;0;0;3
1976-3;2.2;0;0;0;2
1976-4;8.42;0;0;0;0
1976-5;13.53;0;5;0;0
1976-6;17.45;2;18;0;0
1976-7;19.21;6;20;0;0
1976-8;15.57;0;2;0;0
1976-9;12.38;0;0;0;0
1976-10;10.18;0;0;0;0
1976-11;3.66;0;0;0;0
1976-12;-4.86;0;0;0;16
1977-1;-3.86;0;0;0;14
1977-2;0.46;0;0;0;2
1977-3;6.62;0;0;0;0
1977-4;7.98;0;0;0;0
1977-5;12.46;0;1;0;0
1977-6;16.66;0;9;0;0
1977-7;17.87;2;13;0;0
1977-8;16.36;0;8;0;0
1977-9;13.17;0;4;0;0
1977-10;10.84;0;0;0;0
1977-11;2.1;0;0;0;4
1977-12;-4.75;0;0;0;14
1978-1;-4.39;0;0;0;20
1978-2;-3.27;0;0;0;7
1978-3;4.05;0;0;0;0
1978-4;7.23;0;0;0;0
1978-5;11.74;0;0;0;0
1978-6;15.41;0;8;0;0
1978-7;16.95;0;11;0;0
1978-8;16.68;0;12;0;0
1978-9;14.27;0;7;0;0
1978-10;7.97;0;0;0;0
1978-11;-0.58;0;0;0;3
1978-12;-6.32;0;0;0;23
1979-1;-6.48;0;0;0;18
1979-2;-0.93;0;0;0;0
1979-3;3.95;0;0;0;0
1979-4;7.05;0;0;0;0
1979-5;12.96;0;6;0;0
1979-6;17.39;0;18;0;0
1979-7;17.41;0;14;0;0
1979-8;16.55;0;10;0;0
1979-9;14.99;0;7;0;0
1979-10;9.47;0;0;0;0
1979-11;0.45;0;0;0;3
1979-12;-2.45;0;0;0;11
1980-1;-8.31;0;0;0;23
1980-2;-0.79;0;0;0;0
1980-3;3.83;0;0;0;0
1980-4;7.15;0;0;0;0
1980-5;11.63;0;0;0;0
1980-6;15.29;2;4;0;0
1980-7;16.88;0;9;0;0
1980-8;19.13;2;19;0;0
1980-9;15.23;0;5;0;0
1980-10;7.85;0;0;0;0
1980-11;0.35;0;0;0;3
1980-12;-4.45;0;0;0;18
1981-1;-5.89;0;0;0;17
1981-2;-2.54;0;0;0;2
1981-3;6.08;0;0;0;1
1981-4;9.95;0;0;0;0
1981-5;12.9;0;3;0;0
1981-6;17.08;5;14;0;0
1981-7;17.05;0;9;0;0
1981-8;17.97;3;12;0;0
1981-9;15.08;0;3;0;0
1981-10;9.04;0;0;0;0
1981-11;2.7;0;0;0;0
1981-12;-4.13;0;0;0;13
1982-1;-4.77;0;0;0;17
1982-2;-2.27;0;0;0;4
1982-3;3.04;0;0;0;0
