year;averageTemperature;heatDays;summerDays;tropicalNights;iceDays
1962;null;null;null;null;null
1963;-1.38;0;0;0;144
1964;-0.41;0;0;0;164
1965;-1.95;0;0;0;172
1966;-0.97;0;0;0;152
1967;null;null;null;null;null
1968;null;null;null;null;null
1969;null;null;null;null;null
1970;null;null;null;null;null
1971;null;null;null;null;null
1972;null;null;null;null;null
1973;null;null;null;null;null
1974;null;null;null;null;null
1975;null;null;null;null;null
1976;null;null;null;null;null
1977;-0.45;0;0;0;147
1978;0.33;0;0;0;5372
1979;null;null;null;null;null
1980;null;null;null;null;null
1981;-1.16;0;0;0;148
1982;-0.17;0;0;0;146
1983;0.43;0;0;0;123
1984;-1.2;0;0;0;151
1985;-0.77;0;0;0;156
1986;-0.43;0;0;0;144
1987;-0.57;0;0;0;151
1988;-0.13;0;0;0;140
1989;0.75;0;0;0;108
1990;0.43;0;0;0;112
1991;-0.29;0;0;0;136
1992;0.65;0;0;0;127
1993;0.02;0;0;0;111
1994;1.12;0;0;0;110
1995;-0.34;0;0;0;136
1996;-0.36;0;0;0;131
1997;0.96;0;0;0;114
1998;0.01;0;0;0;124
1999;0.05;0;0;0;122
2000;0.81;0;0;0;120
2001;0.04;0;0;0;132
2002;0.82;0;0;0;111
2003;0.81;0;0;0;131
2004;-0.11;0;0;0;122
2005;-0.56;0;0;0;126
2006;0.85;0;0;0;108
2007;0.86;0;0;0;112
2008;0.58;0;0;0;124
2009;0.38;0;0;0;136
2010;-0.58;0;0;0;152
2011;1.7;0;0;0;87
2012;0.61;0;0;0;116
2013;0.44;0;0;0;131
2014;1.31;0;0;0;98
2015;1.58;0;0;0;98
2016;0.87;0;0;0;126
2017;0.77;0;0;0;121
2018;1.63;0;0;0;102
2019;1.31;0;0;0;110
2020;1.53;0;0;0;89
2021;0.37;0;0;0;124
2022;1.91;0;0;0;99
2023;null;0;0;0;22
