year;averageTemperature;heatDays;summerDays;tropicalNights;iceDays
1948;8.96;3;43;0;18
1949;8.92;14;56;0;14
1950;8.45;15;59;0;27
1951;8.57;6;52;0;5
1952;7.52;14;51;0;43
1953;8.54;4;45;0;34
1954;7.48;0;29;0;30
1955;7.6;1;23;0;19
1956;null;null;null;null;null
1957;null;null;null;null;null
1958;null;null;null;null;null
1959;null;null;null;null;null
1960;null;null;null;null;null
1961;null;null;null;null;null
1962;null;null;null;null;null
1963;null;null;null;null;null
1964;null;null;null;null;null
1965;null;null;null;null;null
1966;7.64;2;45;0;32
1967;7.84;8;42;0;24
1968;7.26;7;34;0;21
1969;7.4;7;51;0;44
1970;7.24;7;42;0;25
1971;null;null;null;null;null
1972;7.9;8;41;0;12
1973;7.96;9;55;0;13
1974;8.64;7;48;0;2
1975;8.27;3;46;0;15
1976;8.2;9;53;0;19
1977;8.5;3;38;0;18
1978;7.41;1;39;0;27
1979;8.1;2;50;0;17
1980;7.4;8;40;0;27
1981;7.83;10;48;0;31
1982;8.58;10;67;0;15
1983;8.6;17;59;0;17
1984;7.67;11;39;0;17
1985;7.74;12;56;0;36
1986;8.17;6;65;0;36
1987;7.97;10;49;0;25
1988;8.76;10;48;0;7
1989;8.53;1;40;0;7
1990;8.69;12;53;0;22
1991;8.03;11;64;0;16
1992;8.83;22;65;0;18
1993;8.62;11;57;0;15
1994;9.83;28;72;0;8
1995;8.36;14;47;0;18
1996;7.89;8;47;0;15
1997;8.88;1;59;0;5
1998;8.73;17;59;0;16
1999;9.01;9;60;0;19
2000;null;null;null;null;null
2001;9.36;16;60;0;13
2002;10.23;16;58;0;6
2003;10.01;47;99;0;23
2004;9.38;17;66;0;12
2005;8.97;27;67;0;31
2006;9.44;31;65;0;10
2007;9.53;11;68;0;10
2008;9.57;8;62;0;8
2009;9.43;15;64;0;20
2010;8.74;23;52;0;32
2011;9.87;16;66;0;11
2012;9.31;16;63;0;24
2013;9.3;26;64;0;14
2014;10.46;9;39;0;4
2015;10.25;32;71;1;5
2016;9.88;11;64;0;4
2017;9.62;23;73;0;20
2018;10.38;22;95;0;13
2019;10.13;24;68;0;7
2020;10.1;14;64;0;3
2021;9.17;15;61;0;19
2022;null;22;69;0;0
