year,averageTemperature,totalPrecipitation,heatDays,summerDays,tropicalNights,frostDays,iceDays,snowCoverDays
1936,11.484,652.3,5,32,0,43,3,1
1937,12.112,413.0,18,63,0,30,3,5
1938,11.56,489.0,15,54,0,44,7,14
1951,11.77,428.2,7,46,1,26,0,6
1952,11.981,458.7,15,62,6,44,2,9
1953,12.206,399.3,14,52,0,53,8,11
1954,10.872,454.8,8,31,0,45,23,11
1955,10.694,481.0,3,44,0,74,12,30
1956,10.117,588.8,3,27,0,63,27,32
1957,12.091,506.6,11,37,3,31,6,3
1958,11.501,541.7,4,53,0,58,2,17
1959,12.519,345.3,18,76,2,50,7,12
1960,11.671,528.7,1,30,0,28,8,9
1961,12.58,518.1,13,44,0,21,4,5
1962,11.249,347.9,10,45,0,48,4,11
1963,10.352,455.8,7,37,1,69,39,52
1964,11.634,373.8,25,64,3,57,14,5
1965,10.652,656.6,3,29,1,41,3,13
1966,12.077,663.8,6,38,0,25,14,7
1967,12.49,506.2,13,53,0,27,6,8
1968,11.508,727.3,3,28,1,40,4,9
1969,11.361,530.0,14,54,2,40,7,18
1970,11.22,531.7,5,56,1,55,11,24
1971,11.78,398.1,17,63,1,40,17,26
1972,11.217,530.3,10,31,0,32,6,3
1973,12.016,397.4,18,64,1,41,3,4
1974,12.017,503.5,8,40,0,12,0,0
1975,12.485,438.2,17,69,0,25,0,4
1976,12.743,332.6,32,77,5,38,7,14
1977,12.156,452.3,5,42,0,21,1,4
1978,11.226,625.9,2,29,0,32,5,12
1979,11.082,467.0,5,45,0,44,18,41
1980,11.329,602.5,4,26,0,30,9,3
1981,11.727,698.1,6,31,1,42,7,17
1982,12.075,445.5,13,61,2,44,15,21
1983,12.657,559.6,14,61,5,31,2,1
1984,11.217,553.1,6,34,2,34,0,2
1985,10.915,377.6,4,40,1,53,27,41
1986,11.256,582.9,12,49,3,50,17,35
1987,10.864,706.1,4,39,2,55,22,29
1988,12.524,573.1,6,53,1,21,0,2
1989,12.875,427.6,12,68,1,18,4,0
1990,12.953,450.0,14,54,1,16,2,0
1991,12.065,312.1,18,67,4,46,9,14
1992,12.599,485.3,16,64,7,25,6,0
1993,12.441,412.3,13,55,0,42,10,3
1994,12.984,562.1,24,55,7,19,1,4
1995,12.894,610.4,23,56,1,28,4,1
1996,10.87,359.5,5,45,0,54,10,8
1997,12.139,368.8,15,56,0,36,18,25
1998,12.772,448.8,14,49,0,34,4,1
1999,13.057,414.0,15,60,2,26,2,2
2000,13.254,662.2,8,56,2,16,1,0
2001,13.05,460.9,17,55,3,28,2,2
2002,12.639,580.9,9,50,0,27,11,19
2003,12.999,311.3,30,91,10,61,11,11
2004,13.387,68.0,0,10,0,0,0,0
2005,12.216,360.9,24,62,0,47,6,18
2006,12.114,545.5,26,70,5,64,11,22
2007,13.012,453.2,10,59,1,26,1,0
2008,12.308,463.0,13,61,0,55,0,1
2009,11.885,427.0,14,68,0,62,11,15
2010,11.023,562.5,19,51,1,76,19,28
2011,12.534,403.0,11,79,0,59,4,8
2012,11.964,430.6,15,65,0,49,13,2
2013,11.581,557.3,19,60,1,67,12,10
2014,13.165,495.1,12,53,0,40,0,0
2015,12.509,319.0,32,64,4,55,1,1
2016,12.556,604.9,14,68,0,40,3,0
2017,12.491,378.0,17,65,0,62,7,2
2018,13.54,317.6,34,105,2,49,3,3
2019,12.851,488.3,27,76,1,45,2,0
2020,13.347,370.3,20,76,3,42,1,0
2021,11.758,487.5,9,56,0,58,5,3
2022,13.677,403.3,37,95,0,45,0,1
2023,13.67,433.9,24,89,1,45,0,3
2024,12.97,604.3,21,74,0,47,30,4
