year;averageTemperature;heatDays;summerDays;tropicalNights;iceDays
1929;null;null;null;null;null
1930;null;null;null;null;null
1931;null;null;null;null;null
1932;null;null;null;null;null
1933;null;null;null;null;null
1934;null;null;null;null;null
1935;null;null;null;null;null
1936;null;null;null;null;null
1937;null;null;null;null;null
1938;null;null;null;null;null
1939;null;null;null;null;null
1940;null;null;null;null;null
1941;null;null;null;null;null
1942;null;null;null;null;null
1943;null;null;null;null;null
1944;null;null;null;null;null
1945;null;null;null;null;null
1946;null;null;null;null;null
1947;null;null;null;null;null
1948;null;null;null;null;null
1949;4.65;0;0;0;64
1950;5.03;0;10;1;71
1951;4.59;0;0;0;68
1952;null;null;null;null;null
1953;4.71;0;0;0;71
1954;3.38;0;0;0;88
1955;null;null;null;null;null
1956;2.7;0;0;0;101
1957;4.62;0;4;3;58
1958;4.2;0;0;0;79
1959;null;null;null;null;null
1960;3.93;0;0;0;67
1961;5.27;0;0;0;61
1962;3.11;0;0;0;92
1963;3.71;0;0;0;81
1964;null;null;null;null;null
1965;3.19;0;0;0;86
1966;4.25;0;0;0;84
1967;4.52;0;0;0;75
1968;4.02;0;0;0;80
1969;3.66;0;0;0;105
1970;3.55;0;0;0;94
1971;4.23;0;0;0;70
1972;3.82;0;0;0;70
1973;3.83;0;0;0;88
1974;4.26;0;0;0;64
1975;4.76;0;0;0;63
1976;3.87;0;0;0;84
1977;4.85;0;0;0;66
1978;3.64;0;0;0;84
1979;3.91;0;0;0;76
1980;3.21;0;0;0;96
1981;4.03;0;0;0;96
1982;4.88;0;0;0;68
1983;5.19;0;2;0;62
1984;3.66;0;1;0;94
1985;3.83;0;0;0;88
1986;4.03;0;0;0;91
1987;3.71;0;0;0;90
1988;4.35;0;0;0;73
1989;5.46;0;0;0;33
1990;5.24;0;0;0;54
1991;3.99;0;0;0;73
1992;5.48;0;5;0;46
1993;4.77;0;0;0;70
1994;5.86;0;1;0;45
1995;null;null;null;null;null
1996;null;null;null;null;null
1997;null;null;null;null;null
1998;4.99;0;0;0;63
1999;4.99;0;0;0;62
2000;5.96;0;2;0;48
2001;5.11;0;0;0;62
2002;5.82;0;0;0;44
2003;5.36;0;2;0;74
2004;4.5;0;0;0;85
2005;4.34;0;0;1;91
2006;5.42;0;0;0;66
2007;5.76;0;3;2;52
2008;5.49;0;0;0;55
2009;5.19;0;0;0;72
2010;4;0;0;0;89
2011;5.99;0;1;0;51
2012;5.34;0;0;0;68
2013;5.01;0;6;1;75
2014;6.12;0;0;0;41
2015;6.26;0;1;0;55
2016;5.67;0;0;0;53
2017;5.68;0;1;0;57
2018;6.03;0;0;0;74
2019;6.28;0;2;0;50
2020;6.25;0;0;0;41
2021;5.11;0;0;0;64
2022;6.4;0;1;0;53
2023;null;0;0;0;4
