year,averageTemperature,totalPrecipitation,heatDays,summerDays,tropicalNights,frostDays,iceDays,snowCoverDays
1948,11.942,457.5,9,32,0,56,13,11
1949,12.067,322.2,9,51,0,73,9,7
1950,11.412,544.2,8,43,0,54,17,12
1951,11.054,437.3,5,31,0,74,11,15
1952,10.921,442.1,6,37,0,62,10,20
1953,11.622,357.2,4,39,0,63,18,36
1954,10.004,487.7,5,21,0,70,33,31
1955,9.008,487.4,0,19,0,82,28,53
1956,8.11,589.4,0,13,0,70,34,41
1957,10.566,417.2,7,27,0,48,5,6
1958,9.944,563.6,1,21,0,77,11,33
1959,10.924,319.3,4,43,0,66,12,26
1960,10.126,384.3,2,19,0,54,16,23
1961,11.357,418.6,6,34,0,28,9,10
1962,9.533,310.9,1,25,0,53,16,21
1963,9.03,312.3,6,35,0,80,51,63
1964,9.896,367.3,16,50,1,61,25,27
1965,9.596,484.5,1,18,0,55,17,38
1966,10.592,453.7,4,34,0,49,25,42
1967,11.362,387.3,7,31,0,31,8,12
1968,10.422,457.2,2,34,0,59,13,32
1969,9.923,417.1,8,38,0,77,22,45
1970,9.255,572.1,1,32,0,75,29,65
1971,10.042,327.5,12,42,0,55,18,26
1972,9.349,457.4,7,24,1,59,17,19
1973,10.22,299.2,8,45,0,57,5,7
1974,10.318,525.2,5,20,0,39,0,2
1975,11.002,504.7,8,44,0,37,3,0
1976,10.298,275.1,10,40,0,64,15,27
1977,10.336,592.5,2,17,0,45,6,12
1978,9.728,420.4,6,23,0,55,13,26
1979,9.07,388.4,7,37,0,80,22,56
1980,9.306,423.8,3,32,0,69,14,24
1981,10.595,485.5,6,40,0,59,13,41
1982,11.177,224.4,14,65,0,49,10,0
1983,11.364,514.4,19,62,0,41,11,22
1984,10.011,444.0,6,27,0,62,8,12
1985,9.306,290.9,4,40,0,66,32,48
1986,9.396,452.8,9,43,0,62,34,43
1987,8.602,486.0,1,19,1,71,32,60
1988,11.39,286.2,8,39,1,37,0,8
1989,12.1,294.9,7,52,0,27,1,0
1990,11.862,310.0,8,32,0,24,3,0
1991,10.289,221.7,7,50,0,65,14,1
1992,11.334,430.0,15,57,1,43,4,7
1993,10.817,451.1,2,39,0,59,13,7
1994,11.054,632.2,20,47,0,32,9,7
1995,11.206,486.1,15,50,0,45,6,20
1996,8.349,364.4,6,31,0,91,38,31
1997,10.641,450.5,10,53,0,54,12,28
1998,11.345,493.5,8,34,0,40,5,10
1999,11.922,367.8,6,48,0,38,8,17
2000,11.867,386.8,8,40,0,27,3,10
2001,11.04,448.3,7,36,0,51,6,17
2002,11.629,467.0,10,45,0,40,4,5
2003,11.3,331.3,23,66,1,78,18,12
2004,11.075,405.7,10,36,0,50,8,14
2005,11.377,364.6,12,51,1,52,16,35
2006,11.7,406.8,19,65,2,73,17,18
2007,7.863,118.3,0,2,0,22,3,4
2017,14.847,159.3,2,14,0,0,0,0
2018,11.246,189.4,18,63,1,59,14,9
2019,12.448,302.6,25,69,1,44,6,2
2020,12.427,363.0,14,62,3,37,1,0
2021,10.905,525.6,6,51,0,56,10,22
2022,12.546,299.4,20,70,1,43,0,0
2023,12.533,468.0,9,70,0,46,2,4
2024,13.09,527.9,16,63,0,34,7,4
