year;averageTemperature;heatDays;summerDays;tropicalNights;iceDays
1962;7.12;9;44;0;45
1963;6.63;6;28;0;67
1964;8.06;8;51;0;42
1965;7.15;6;26;0;38
1966;8.64;0;32;0;29
1967;8.4;6;37;0;25
1968;null;null;null;null;null
1969;7.91;5;34;0;42
1970;8.14;5;45;0;40
1971;8.59;15;47;0;30
1972;8.17;8;34;0;31
1973;8.43;5;42;0;28
1974;9.3;5;24;0;3
1975;8.99;0;50;0;12
1976;8.6;8;46;0;22
1977;9.07;1;32;0;24
1978;7.88;0;25;0;25
1979;8.51;4;49;0;21
1980;7.89;2;22;0;31
1981;8.6;4;41;0;36
1982;8.78;2;43;0;27
1983;8.95;10;55;0;29
1984;8.11;3;25;0;20
1985;7.64;3;39;0;50
1986;8.32;3;49;0;42
1987;8.21;2;43;0;42
1988;9.2;2;36;0;8
1989;9.32;3;36;0;27
1990;null;null;null;null;null
1991;null;null;null;null;null
1992;null;null;null;null;null
1993;null;null;null;null;null
1994;null;null;null;null;null
1995;null;null;null;null;null
1996;7.96;3;35;0;51
1997;9.22;1;54;0;25
1998;9.68;11;51;0;26
1999;9.77;3;46;0;31
2000;10.39;10;53;0;17
2001;9.61;9;52;0;25
2002;10.35;10;56;1;27
2003;9.92;34;94;1;31
2004;9.43;4;41;0;21
2005;9.08;6;48;0;39
2006;9.67;21;52;0;33
2007;10.65;8;64;0;16
2008;10.38;16;61;0;10
2009;10;4;52;0;32
2010;9.07;14;45;0;55
2011;10.46;9;63;1;18
2012;10.16;15;68;0;26
2013;9.87;24;60;1;30
2014;11.1;10;51;0;7
2015;11.2;37;69;2;5
2016;10.61;10;72;0;12
2017;10.43;23;69;1;23
2018;11.78;29;92;2;13
2019;null;null;null;null;null
2020;10.92;16;67;0;5
2021;10.05;13;69;0;10
2022;null;23;69;2;2
