DateTime,Biomasse,Jahresproduktion
2010-01-01,0.261360131,
2010-02-01,0.24017377500000003,
2010-03-01,0.27001662100000007,
2010-04-01,0.262227002,
2010-05-01,0.26942332199999997,
2010-06-01,0.25406917,
2010-07-01,0.264726759,
2010-08-01,0.262443717,
2010-09-01,0.246772353,
2010-10-01,0.253432326,
2010-11-01,0.270108928,
2010-12-01,0.27290997100000003,3.127664075
2011-01-01,0.271236874,3.137540818
2011-02-01,0.24618853699999999,3.14355558
2011-03-01,0.26977071500000005,3.143309674
2011-04-01,0.259362207,3.1404448790000004
2011-05-01,0.266153887,3.137175444
2011-06-01,0.240847796,3.1239540700000004
2011-07-01,0.25668813900000004,3.11591545
2011-08-01,0.24788306,3.101354793
2011-09-01,0.236947393,3.091529833
2011-10-01,0.26520412699999996,3.103301634
2011-11-01,0.27345118199999996,3.1066438880000002
2011-12-01,0.27746469300000004,3.1111986099999998
2012-01-01,0.270106925,3.110068661
2012-02-01,0.25631357,3.1201936939999997
2012-03-01,0.28586395600000003,3.1362869349999998
2012-04-01,0.259991846,3.136916574
2012-05-01,0.26738416200000004,3.138146849
2012-06-01,0.27359993,3.170898983
2012-07-01,0.259275164,3.173486008
2012-08-01,0.24202401,3.167626958
2012-09-01,0.24682396500000003,3.17750353
2012-10-01,0.27534904000000004,3.187648443
2012-11-01,0.27268502,3.186882281
2012-12-01,0.28076151,3.190179098
2013-01-01,0.27211579700000005,3.19218797
2013-02-01,0.260374894,3.1962492940000002
2013-03-01,0.27230446500000005,3.1826898030000006
2013-04-01,0.251750666,3.1744486230000004
2013-05-01,0.259191793,3.1662562540000003
2013-06-01,0.261697147,3.1543534710000003
2013-07-01,0.270967978,3.166046285
2013-08-01,0.257444466,3.1814667410000004
2013-09-01,0.242708621,3.1773513970000002
2013-10-01,0.27505465100000004,3.1770570080000002
2013-11-01,0.269658216,3.174030204
2013-12-01,0.27635947499999997,3.169628169
2014-01-01,0.24613857799999997,3.14365095
2014-02-01,0.22074023799999998,3.104016294
2014-03-01,0.24885552300000002,3.0805673519999996
2014-04-01,0.239729889,3.068546575
2014-05-01,0.235089282,3.044444064
2014-06-01,0.244304971,3.027051888
2014-07-01,0.263540335,3.019624245
2014-08-01,0.253758929,3.0159387079999997
2014-09-01,0.244590028,3.017820115
2014-10-01,0.260477063,3.0032425270000003
2014-11-01,0.260143387,2.9937276980000003
2014-12-01,0.26307768699999995,2.9804459100000003
2015-01-01,0.243459808,2.97776714
2015-02-01,0.233252977,2.990279879
2015-03-01,0.249051977,2.990476333
2015-04-01,0.241401157,2.9921476009999997
2015-05-01,0.250250071,3.0073083900000004
2015-06-01,0.228062207,2.991065626
2015-07-01,0.234775638,2.962300929
2015-08-01,0.226027066,2.934569066
2015-09-01,0.241491848,2.931470886
2015-10-01,0.24486263,2.915856453
2015-11-01,0.24944662,2.9051596859999997
2015-12-01,0.24754013,2.8896221289999997
2016-01-01,0.24514729,2.891309611
2016-02-01,0.23611122000000004,2.8941678540000004
2016-03-01,0.252839311,2.897955188
2016-04-01,0.227440674,2.883994705
2016-05-01,0.23793666500000002,2.8716812990000005
2016-06-01,0.225998648,2.86961774
2016-07-01,0.227577292,2.8624193940000002
2016-08-01,0.231199566,2.8675918940000003
2016-09-01,0.232163908,2.858263954
2016-10-01,0.21757237699999998,2.8309737009999996
2016-11-01,0.213163148,2.794690229
2016-12-01,0.247456208,2.794606307
2017-01-01,0.234655603,2.78411462
2017-02-01,0.213165173,2.761168573
2017-03-01,0.245454681,2.753783943
2017-04-01,0.22401282199999997,2.750356091
2017-05-01,0.22572796899999997,2.738147395
2017-06-01,0.22007675100000001,2.732225498
2017-07-01,0.243587988,2.748236194
2017-08-01,0.218870396,2.735907024
2017-09-01,0.249124648,2.752867764
2017-10-01,0.242144402,2.7774397889999998
2017-11-01,0.221402255,2.7856788960000003
2017-12-01,0.24433815900000003,2.782560847
2018-01-01,0.25100623,2.798911474
2018-02-01,0.229233508,2.814979809
2018-03-01,0.251532258,2.8210573859999997
2018-04-01,0.22504148200000001,2.822086046
2018-05-01,0.22060571599999998,2.8169637929999998
2018-06-01,0.227007104,2.823894146
2018-07-01,0.22770597,2.8080121279999997
2018-08-01,0.23960782,2.828749552
2018-09-01,0.24690278100000002,2.8265276850000003
2018-10-01,0.23966953700000002,2.82405282
2018-11-01,0.23001672499999998,2.83266729
2018-12-01,0.23914076499999998,2.827469896
2019-01-01,0.264039744,2.8405034099999997
2019-02-01,0.235141769,2.846411671
2019-03-01,0.27302111100000004,2.867900524
2019-04-01,0.25458780400000003,2.8974468460000002
2019-05-01,0.23181513399999998,2.908656264
2019-06-01,0.216323353,2.897972513
2019-07-01,0.23042374799999998,2.900690291
2019-08-01,0.208515561,2.869598032
2019-09-01,0.20710446600000001,2.8297997169999998
2019-10-01,0.195056917,2.785187097
2019-11-01,0.196730347,2.751900719
2019-12-01,0.20816014,2.720920094
2020-01-01,0.238709324,2.6955896740000003
2020-02-01,0.233520008,2.693967913
2020-03-01,0.256758508,2.6777053100000003
2020-04-01,0.242359554,2.6654770599999997
2020-05-01,0.240478313,2.6741402389999998
2020-06-01,0.219792715,2.677609601
2020-07-01,0.23038924300000002,2.677575096
2020-08-01,0.23062003,2.6996795650000003
2020-09-01,0.22048577600000002,2.713060875
2020-10-01,0.235335901,2.753339859
2020-11-01,0.239188029,2.795797541
2020-12-01,0.248570034,2.836207435
2021-01-01,0.24573942999999998,2.8432375409999997
2021-02-01,0.21853991100000003,2.828257444
2021-03-01,0.244899016,2.8163979520000004
