DateTime,Jahresproduktion
2021-01-01,7.242284999999999
2021-02-01,7.326318613445377
2021-03-01,7.410352226890756
2021-04-01,7.494385840336133
2021-05-01,7.578419453781511
2021-06-01,7.66245306722689
2021-07-01,7.746486680672268
2021-08-01,7.830520294117646
2021-09-01,7.9145539075630245
2021-10-01,7.998587521008402
2021-11-01,8.082621134453781
2021-12-01,8.166654747899159
2022-01-01,8.250688361344537
2022-02-01,8.334721974789915
2022-03-01,8.418755588235292
2022-04-01,8.502789201680672
2022-05-01,8.58682281512605
2022-06-01,8.670856428571428
2022-07-01,8.754890042016806
2022-08-01,8.838923655462184
2022-09-01,8.922957268907563
2022-10-01,9.006990882352941
2022-11-01,9.091024495798319
2022-12-01,9.175058109243697
2023-01-01,9.259091722689075
2023-02-01,9.343125336134452
2023-03-01,9.42715894957983
2023-04-01,9.51119256302521
2023-05-01,9.595226176470588
2023-06-01,9.679259789915966
2023-07-01,9.763293403361343
2023-08-01,9.847327016806721
2023-09-01,9.931360630252101
2023-10-01,10.015394243697479
2023-11-01,10.099427857142857
2023-12-01,10.183461470588234
2024-01-01,10.267495084033612
2024-02-01,10.35152869747899
2024-03-01,10.435562310924368
2024-04-01,10.519595924369748
2024-05-01,10.603629537815126
2024-06-01,10.687663151260503
2024-07-01,10.771696764705881
2024-08-01,10.85573037815126
2024-09-01,10.939763991596639
2024-10-01,11.023797605042017
2024-11-01,11.107831218487394
2024-12-01,11.191864831932772
2025-01-01,11.27589844537815
2025-02-01,11.359932058823528
2025-03-01,11.443965672268906
2025-04-01,11.527999285714285
2025-05-01,11.612032899159663
2025-06-01,11.696066512605041
2025-07-01,11.78010012605042
2025-08-01,11.864133739495799
2025-09-01,11.948167352941176
2025-10-01,12.032200966386554
2025-11-01,12.116234579831932
2025-12-01,12.20026819327731
2026-01-01,12.284301806722688
2026-02-01,12.368335420168066
2026-03-01,12.452369033613444
2026-04-01,12.536402647058823
2026-05-01,12.620436260504201
2026-06-01,12.704469873949579
2026-07-01,12.788503487394959
2026-08-01,12.872537100840336
2026-09-01,12.956570714285714
2026-10-01,13.040604327731092
2026-11-01,13.12463794117647
2026-12-01,13.208671554621848
2027-01-01,13.292705168067226
2027-02-01,13.376738781512604
2027-03-01,13.460772394957981
2027-04-01,13.544806008403361
2027-05-01,13.628839621848739
2027-06-01,13.712873235294117
2027-07-01,13.796906848739496
2027-08-01,13.880940462184874
2027-09-01,13.964974075630252
2027-10-01,14.04900768907563
2027-11-01,14.133041302521008
2027-12-01,14.217074915966386
2028-01-01,14.301108529411763
2028-02-01,14.385142142857141
2028-03-01,14.469175756302521
2028-04-01,14.553209369747899
2028-05-01,14.637242983193277
2028-06-01,14.721276596638656
2028-07-01,14.805310210084034
2028-08-01,14.889343823529412
2028-09-01,14.97337743697479
2028-10-01,15.057411050420168
2028-11-01,15.141444663865546
2028-12-01,15.225478277310923
2029-01-01,15.309511890756301
2029-02-01,15.39354550420168
2029-03-01,15.477579117647059
2029-04-01,15.561612731092437
2029-05-01,15.645646344537814
2029-06-01,15.729679957983192
2029-07-01,15.813713571428572
2029-08-01,15.89774718487395
2029-09-01,15.981780798319328
2029-10-01,16.065814411764705
2029-11-01,16.149848025210083
2029-12-01,16.23388163865546
2030-01-01,16.31791525210084
2030-02-01,16.401948865546217
2030-03-01,16.485982478991595
2030-04-01,16.570016092436973
2030-05-01,16.65404970588235
2030-06-01,16.73808331932773
2030-07-01,16.82211693277311
2030-08-01,16.906150546218488
2030-09-01,16.990184159663865
2030-10-01,17.074217773109243
2030-11-01,17.15825138655462
2030-12-01,17.242285
