year;averageTemperature;heatDays;summerDays;tropicalNights;iceDays
1941;1.26;0;0;0;129
1942;1.97;0;0;0;106
1943;3.01;0;0;0;86
1944;1.21;0;0;0;125
1945;null;null;null;null;null
1946;2.14;0;0;0;107
1947;2.18;0;0;0;112
1948;2.4;0;0;0;86
1949;2.07;0;0;0;97
1950;1.85;0;0;0;124
1951;1.62;0;0;0;113
1952;0.79;0;0;0;127
1953;2.38;0;0;0;84
1954;0.86;0;4;0;8699
1955;2.21;0;0;0;90
1956;1.26;0;0;0;107
1957;3.4;0;4;0;57
1958;1.73;0;0;0;111
1959;2.27;0;0;0;88
1960;1.06;0;0;0;122
1961;2.25;0;0;0;84
1962;0.22;0;0;0;141
1963;0.99;0;0;0;118
1964;1.85;0;0;0;115
1965;0.35;0;0;0;138
1966;1.08;0;0;0;127
1967;0.02;0;0;0;145
1968;-0.2;0;0;0;135
1969;-0.39;0;0;0;154
1970;-0.75;0;0;0;159
1971;0.28;0;0;0;130
1972;-0.15;0;0;0;145
1973;-0.21;0;0;0;154
1974;-0.39;0;0;0;170
1975;0.55;0;0;0;143
1976;-0.25;0;0;0;151
1977;0.36;0;0;0;134
1978;-0.19;0;0;0;147
1979;-0.25;0;0;0;161
1980;-0.81;0;0;0;157
1981;-0.4;0;0;0;138
1982;0.71;0;0;0;135
1983;1.09;0;0;0;114
1984;-0.6;0;0;0;143
1985;-0.02;0;0;0;153
1986;0.3;0;0;0;142
1987;0.26;0;0;0;143
1988;0.6;0;0;0;131
1989;1.57;0;0;0;104
1990;1.07;0;0;0;119
1991;0.5;0;0;0;135
1992;1.33;0;0;0;131
1993;0.74;0;0;0;108
1994;1.68;0;0;0;116
1995;0.26;0;0;0;135
1996;-0.06;0;0;0;129
1997;1.33;0;0;0;125
1998;0.66;0;0;0;132
1999;0.63;0;0;0;119
2000;1.4;0;0;0;121
2001;0.77;0;0;0;136
2002;1.53;0;0;0;111
2003;1.61;0;0;0;129
2004;0.54;0;0;0;126
2005;0.23;0;0;0;126
2006;1.51;0;0;0;112
2007;1.52;0;0;0;111
2008;0.97;0;0;0;126
2009;0.97;0;0;0;133
2010;-0.3;0;0;0;153
2011;2.24;0;0;0;97
2012;1.06;0;0;0;126
2013;0.9;0;0;0;135
2014;1.94;0;0;0;96
2015;2.24;0;0;0;96
2016;1.4;0;0;0;122
2017;1.34;0;0;0;129
2018;2.19;0;0;0;113
2019;1.66;0;0;0;117
2020;2.21;0;0;0;84
2021;0.95;0;0;0;117
2022;null;0;0;0;75
