month;averageTemperature;heatDays;summerDays;tropicalNights;iceDays
1951-1;null;null;null;null;null
1951-2;null;null;null;null;null
1951-3;null;null;null;null;null
1951-4;null;null;null;null;null
1951-5;null;null;null;null;null
1951-6;null;null;null;null;null
1951-7;null;null;null;null;null
1951-8;null;null;null;null;null
1951-9;null;null;null;null;null
1951-10;null;null;null;null;null
1951-11;null;null;null;null;null
1951-12;null;null;null;null;null
1952-1;null;null;null;null;null
1952-2;null;null;null;null;null
1952-3;null;null;null;null;null
1952-4;null;null;null;null;null
1952-5;null;null;null;null;null
1952-6;null;null;null;null;null
1952-7;null;null;null;null;null
1952-8;null;null;null;null;null
1952-9;null;null;null;null;null
1952-10;null;null;null;null;null
1952-11;null;null;null;null;null
1952-12;null;null;null;null;null
1953-1;null;null;null;null;null
1953-2;null;null;null;null;null
1953-3;null;null;null;null;null
1953-4;null;null;null;null;null
1953-5;null;null;null;null;null
1953-6;null;null;null;null;null
1953-7;null;null;null;null;null
1953-8;null;null;null;null;null
1953-9;null;null;null;null;null
1953-10;null;null;null;null;null
1953-11;null;null;null;null;null
1953-12;null;null;null;null;null
1954-1;null;null;null;null;null
1954-2;null;null;null;null;null
1954-3;null;null;null;null;null
1954-4;null;null;null;null;null
1954-5;null;null;null;null;null
1954-6;null;null;null;null;null
1954-7;null;null;null;null;null
1954-8;null;null;null;null;null
1954-9;null;null;null;null;null
1954-10;null;null;null;null;null
1954-11;null;null;null;null;null
1954-12;null;null;null;null;null
1955-1;null;null;null;null;null
1955-2;null;null;null;null;null
1955-3;null;null;null;null;null
1955-4;null;null;null;null;null
1955-5;null;null;null;null;null
1955-6;null;null;null;null;null
1955-7;null;null;null;null;null
1955-8;null;null;null;null;null
1955-9;null;null;null;null;null
1955-10;null;null;null;null;null
1955-11;null;null;null;null;null
1955-12;null;null;null;null;null
1956-1;null;null;null;null;null
1956-2;null;null;null;null;null
1956-3;null;null;null;null;null
1956-4;null;null;null;null;null
1956-5;null;null;null;null;null
1956-6;null;null;null;null;null
1956-7;null;null;null;null;null
1956-8;null;null;null;null;null
1956-9;null;null;null;null;null
1956-10;null;null;null;null;null
1956-11;null;null;null;null;null
1956-12;null;null;null;null;null
1957-1;null;null;null;null;null
1957-2;null;null;null;null;null
1957-3;null;null;null;null;null
1957-4;null;null;null;null;null
1957-5;null;null;null;null;null
1957-6;null;null;null;null;null
1957-7;null;null;null;null;null
1957-8;null;null;null;null;null
1957-9;null;null;null;null;null
1957-10;7.52;0;0;0;0
1957-11;null;null;null;null;null
1957-12;null;null;null;null;null
1958-1;-3.01;0;0;0;16
1958-2;0.25;0;0;0;6
1958-3;-3.34;0;0;0;13
1958-4;1.74;0;0;0;6
1958-5;11.46;0;1;0;0
1958-6;12.28;0;1;0;0
1958-7;15.36;1;4;0;0
1958-8;15.68;0;6;0;0
1958-9;13.55;0;2;0;0
1958-10;6.33;0;0;0;0
1958-11;1.28;0;0;0;1
1958-12;-0.13;0;0;0;8
1959-1;-3.8;0;0;0;16
1959-2;0.21;0;0;0;5
1959-3;4;0;0;0;0
1959-4;5.21;0;0;0;1
1959-5;8.87;0;0;0;0
1959-6;11.16;0;0;0;0
1959-7;15.61;0;5;0;0
1959-8;13.75;0;3;0;0
1959-9;11.97;0;0;0;0
1959-10;6.51;0;0;0;0
1959-11;0.13;0;0;0;4
1959-12;-0.94;0;0;0;9
1960-1;-4.23;0;0;0;15
1960-2;-0.92;0;0;0;7
1960-3;1.8;0;0;0;3
1960-4;3.44;0;0;0;1
1960-5;9.46;0;1;0;0
1960-6;12.67;0;0;0;0
1960-7;10.99;0;0;0;0
1960-8;13.31;0;5;0;0
1960-9;9.47;0;0;0;0
1960-10;5.79;0;0;0;3
1960-11;1.61;0;0;0;0
1960-12;-3.46;0;0;0;17
1961-1;-3.54;0;0;0;17
1961-2;0.93;0;0;0;5
1961-3;1.47;0;0;0;5
1961-4;7.56;0;0;0;0
1961-5;7.34;0;0;0;0
1961-6;12.7;0;1;0;0
1961-7;12.79;0;4;0;0
1961-8;13.15;0;0;0;0
1961-9;14.94;0;2;0;0
1961-10;7.64;0;0;0;0
1961-11;1.12;0;0;0;4
1961-12;-1.83;0;0;0;12
1962-1;-1.47;0;0;0;10
1962-2;-4.49;0;0;0;10
1962-3;-3.34;0;0;0;13
1962-4;3.13;0;0;0;4
1962-5;5.86;0;0;0;0
1962-6;10.21;0;1;0;0
1962-7;13.16;0;4;0;0
1962-8;14.95;0;2;0;0
1962-9;10.43;0;1;0;0
1962-10;6.63;0;0;0;1
1962-11;-1.07;0;0;0;10
1962-12;-5.31;0;0;0;20
1963-1;-8.9;0;0;0;24
1963-2;-6.46;0;0;0;18
1963-3;0.06;0;0;0;4
1963-4;4.51;0;0;0;1
1963-5;7.41;0;0;0;0
1963-6;11.41;0;2;0;0
1963-7;14.33;0;1;0;0
1963-8;12.28;0;1;0;0
1963-9;11.15;0;0;0;0
1963-10;5.62;0;0;0;0
1963-11;3.59;0;0;0;4
1963-12;-4.36;0;0;0;18
1964-1;-4.27;0;0;0;22
1964-2;-1.51;0;0;0;14
1964-3;-0.08;0;0;0;8
1964-4;5.18;0;0;0;1
1964-5;9.63;0;0;0;0
1964-6;13.6;0;3;0;0
1964-7;15.02;0;5;0;0
1964-8;12.66;0;2;0;0
1964-9;11.44;0;1;0;0
1964-10;4.06;0;0;0;1
1964-11;1.48;0;0;0;1
1964-12;-3.84;0;0;0;16
1965-1;-2.97;0;0;0;19
1965-2;-8;0;0;0;24
1965-3;-0.06;0;0;0;6
1965-4;2.14;0;0;0;2
1965-5;5.93;0;0;0;0
1965-6;12;0;4;0;0
1965-7;11.95;0;1;0;0
1965-8;12.25;0;3;0;0
1965-9;9.67;0;0;0;0
1965-10;7.25;0;0;0;0
1965-11;0.24;0;0;0;7
1965-12;-1.51;0;0;0;10
1966-1;-5.65;0;0;0;16
1966-2;2.08;0;0;0;0
1966-3;-1.9;0;0;0;9
1966-4;5.04;0;0;0;0
1966-5;8;0;0;0;0
1966-6;12.41;0;3;0;0
1966-7;11.18;0;1;0;0
1966-8;11.45;0;2;0;0
1966-9;12.47;0;0;0;0
1966-10;9.26;0;0;0;2
1966-11;-1.59;0;0;0;19
1966-12;-3.44;0;0;0;16
1967-1;-4.46;0;0;0;16
1967-2;-1.57;0;0;0;8
1967-3;0.41;0;0;0;6
1967-4;2.69;0;0;0;3
1967-5;7.35;0;0;0;0
1967-6;10.13;0;4;0;0
1967-7;14.94;0;2;0;0
1967-8;13.29;0;3;0;0
1967-9;9.94;0;0;0;0
1967-10;8.65;0;0;0;1
1967-11;2.48;0;0;0;2
1967-12;-5.22;0;0;0;18
1968-1;-5.62;0;0;0;24
1968-2;-3.04;0;0;0;13
1968-3;-1.47;0;0;0;13
1968-4;3.79;0;0;0;1
1968-5;7.17;0;0;0;0
1968-6;11.14;0;2;0;0
1968-7;12.52;0;6;0;0
1968-8;11.36;0;0;0;0
1968-9;9.28;0;0;0;0
1968-10;8.16;0;0;0;0
1968-11;1.49;0;0;0;7
1968-12;-3.9;0;0;0;15
1969-1;-2.57;0;0;0;14
1969-2;-5.63;0;0;0;17
1969-3;0.79;0;0;0;3
1969-4;2.97;0;0;0;2
1969-5;9.58;0;3;0;0
1969-6;9.34;0;0;0;0
1969-7;null;null;null;null;null
1969-8;null;null;null;null;null
1969-9;null;null;null;null;null
1969-10;null;null;null;null;null
1969-11;null;null;null;null;null
1969-12;null;null;null;null;null
1970-1;null;null;null;null;null
1970-2;null;null;null;null;null
1970-3;null;null;null;null;null
1970-4;0.51;0;0;0;8
1970-5;5.78;0;0;0;0
1970-6;13.44;0;0;0;0
1970-7;13.09;0;2;0;0
1970-8;13.8;0;1;0;0
1970-9;12.62;0;2;0;0
1970-10;6.47;0;0;0;2
1970-11;3.8;0;0;0;1
1970-12;-2.45;0;0;0;10
1971-1;-0.82;0;0;0;5
1971-2;-2.66;0;0;0;12
1971-3;-3.33;0;0;0;12
1971-4;7.4;0;0;0;0
1971-5;10.22;0;0;0;0
1971-6;10.51;0;0;0;0
1971-7;14.95;0;2;0;0
1971-8;15.46;0;6;0;0
1971-9;10.03;0;0;0;0
1971-10;8.06;0;0;0;0
1971-11;0.53;0;0;0;7
1971-12;1.03;0;0;0;4
1972-1;-0.94;0;0;0;10
1972-2;2.91;0;0;0;1
1972-3;4.1;0;0;0;0
1972-4;3.55;0;0;0;3
1972-5;7.35;0;0;0;0
1972-6;10.69;0;0;0;0
1972-7;13.22;1;1;0;0
1972-8;12.83;0;3;0;0
1972-9;7.82;0;0;0;0
1972-10;5.9;0;0;0;1
1972-11;2.26;0;0;0;5
1972-12;1.48;0;0;0;3
1973-1;-1;0;0;0;7
1973-2;-3.88;0;0;0;17
1973-3;-1.09;0;0;0;11
1973-4;0.97;0;0;0;4
1973-5;10.07;0;0;0;0
1973-6;12.87;0;1;0;0
1973-7;12.82;0;0;0;0
1973-8;15.65;0;1;0;0
1973-9;12.06;0;1;0;0
1973-10;6.07;0;0;0;0
1973-11;2.23;0;0;0;6
1973-12;-1.12;0;0;0;7
1974-1;1.37;0;0;0;1
1974-2;0.47;0;0;0;6
1974-3;3.1;0;0;0;4
1974-4;4.19;0;0;0;2
1974-5;7.3;0;0;0;0
1974-6;9.82;0;0;0;0
1974-7;13.02;0;0;0;0
1974-8;14.84;0;6;0;0
1974-9;10.94;0;0;0;0
1974-10;0.33;0;0;0;4
1974-11;1.14;0;0;0;5
1974-12;0.07;0;0;0;7
1975-1;1.32;0;0;0;1
1975-2;-0.37;0;0;0;2
1975-3;0.03;0;0;0;7
1975-4;3.03;0;0;0;0
1975-5;8.79;0;0;0;0
1975-6;10.4;0;0;0;0
1975-7;13.54;0;2;0;0
1975-8;13.9;0;0;0;0
1975-9;14.02;0;2;0;0
1975-10;6.42;0;0;0;0
1975-11;1.02;0;0;0;1
1975-12;-1.79;0;0;0;7
1976-1;-2.39;0;0;0;10
1976-2;0.82;0;0;0;4
1976-3;-0.32;0;0;0;5
1976-4;3.8;0;0;0;2
1976-5;9.25;0;1;0;0
1976-6;13.2;0;1;0;0
1976-7;14.39;0;4;0;0
1976-8;11.72;0;0;0;0
1976-9;9.67;0;0;0;0
1976-10;9.31;0;0;0;0
1976-11;1.02;0;0;0;5
1976-12;-2.88;0;0;0;15
1977-1;-1.03;0;0;0;9
1977-2;1.09;0;0;0;6
1977-3;4.22;0;0;0;2
1977-4;2;0;0;0;6
1977-5;8.93;0;0;0;0
1977-6;11.96;0;1;0;0
1977-7;13.39;0;0;0;0
1977-8;12.34;0;0;0;0
1977-9;9.66;0;0;0;0
1977-10;9.73;0;0;0;0
1977-11;1.14;0;0;0;11
1977-12;0.73;0;0;0;7
1978-1;-1.68;0;0;0;9
1978-2;-2.17;0;0;0;12
1978-3;1.33;0;0;0;4
1978-4;3.34;0;0;0;1
1978-5;7.33;0;0;0;0
1978-6;10.83;0;0;0;0
1978-7;12.75;0;0;0;0
1978-8;12.47;0;0;0;0
1978-9;10.18;0;0;0;0
1978-10;6.63;0;0;0;0
1978-11;3.16;0;0;0;4
1978-12;0.62;0;0;0;5
1979-1;-4.55;0;0;0;15
1979-2;-1.13;0;0;0;8
1979-3;1.84;0;0;0;4
1979-4;2.1;0;0;0;1
1979-5;8.59;0;1;0;1
1979-6;12.41;0;0;0;0
1979-7;12.8;0;0;0;0
1979-8;12.49;0;1;0;0
1979-9;10.37;0;0;0;0
1979-10;9.94;0;0;0;0
1979-11;0.13;0;0;0;10
1979-12;1;0;0;0;8
1980-1;-3.85;0;0;0;15
1980-2;0.55;0;0;0;2
1980-3;1.15;0;0;0;3
1980-4;1.41;0;0;0;4
1980-5;6.87;0;0;0;0
1980-6;10.06;0;1;0;0
1980-7;11.73;0;0;0;0
1980-8;14.61;0;2;0;0
1980-9;12.39;0;0;0;0
1980-10;6.01;0;0;0;0
1980-11;1.08;0;0;0;9
1980-12;-3.61;0;0;0;16
1981-1;-5.08;0;0;0;21
1981-2;-4.47;0;0;0;14
1981-3;3.06;0;0;0;3
1981-4;5.69;0;0;0;0
1981-5;8.5;0;1;0;0
1981-6;11.89;0;2;0;0
1981-7;12.07;0;1;0;0
1981-8;14.05;0;2;0;0
1981-9;11.46;0;0;0;0
1981-10;5.86;0;0;0;3
1981-11;0.7;0;0;0;8
1981-12;-3.07;0;0;0;16
1982-1;-0.82;0;0;0;8
1982-2;-2.13;0;0;0;10
1982-3;-0.94;0;0;0;9
1982-4;1.83;0;0;0;1
1982-5;8.05;0;0;0;0
1982-6;12.81;0;0;0;0
1982-7;16.07;0;4;0;0
1982-8;13.32;0;1;0;0
1982-9;13.66;0;0;0;0
1982-10;7.23;0;0;0;0
1982-11;4.25;0;0;0;2
1982-12;0.08;0;0;0;9
1983-1;0.49;0;0;0;3
1983-2;-4.38;0;0;0;14
1983-3;1.8;0;0;0;4
1983-4;5.37;0;0;0;2
1983-5;7.45;0;0;0;0
1983-6;12.97;0;1;0;0
1983-7;18.45;4;11;1;0
1983-8;13.77;0;1;0;0
1983-9;11.48;0;0;0;0
1983-10;7.39;0;0;0;0
1983-11;2.8;0;0;0;4
1983-12;-0.91;0;0;0;8
1984-1;-2.73;0;0;0;13
1984-2;-4.76;0;0;0;15
1984-3;-1.51;0;0;0;8
1984-4;2.39;0;0;0;3
1984-5;6.6;0;0;0;0
1984-6;11.3;0;0;0;0
1984-7;14;1;6;0;0
1984-8;13.59;0;1;0;0
1984-9;9.24;0;0;0;0
1984-10;8.49;0;0;0;0
1984-11;6.82;0;0;0;0
1984-12;0.13;0;0;0;8
1985-1;-7.48;0;0;0;18
1985-2;-1.83;0;0;0;10
1985-3;-0.34;0;0;0;6
1985-4;4.03;0;0;0;0
1985-5;9.01;0;0;0;0
1985-6;10.07;0;0;0;0
1985-7;15.35;0;4;0;0
1985-8;13.84;0;6;0;0
1985-9;12.61;0;0;0;0
1985-10;8.26;0;0;0;0
1985-11;-2.52;0;0;0;17
1985-12;2.06;0;0;0;5
1986-1;-3.01;0;0;0;13
1986-2;-6.23;0;0;0;17
1986-3;1.04;0;0;0;2
1986-4;2.95;0;0;0;3
1986-5;10.9;0;0;0;0
1986-6;11.71;0;1;0;0
1986-7;13.41;0;0;0;0
1986-8;13.83;0;3;0;0
1986-9;10.99;0;0;0;0
1986-10;8.71;0;0;0;0
1986-11;3.85;0;0;0;0
1986-12;-1.05;0;0;0;11
1987-1;-6.34;0;0;0;19
1987-2;-1.25;0;0;0;9
1987-3;-3.4;0;0;0;16
1987-4;5.01;0;0;0;0
1987-5;5.38;0;0;0;0
1987-6;10.38;0;2;0;0
1987-7;14.41;0;0;0;0
1987-8;13.37;0;2;0;0
1987-9;13.96;0;6;0;0
1987-10;9.75;0;0;0;0
1987-11;2.31;0;0;0;6
1987-12;1.55;0;0;0;6
1988-1;1.79;0;0;0;3
1988-2;-2.05;0;0;0;11
1988-3;-1.87;0;0;0;11
1988-4;5.21;0;0;0;0
1988-5;10.65;0;0;0;0
1988-6;11.09;0;0;0;0
1988-7;14.34;0;2;0;0
1988-8;14.79;0;4;0;0
1988-9;11.27;0;0;0;0
1988-10;9.88;0;0;0;0
1988-11;0.79;0;0;0;6
1988-12;-0.45;0;0;0;10
1989-1;1.19;0;0;0;2
1989-2;2.29;0;0;0;2
1989-3;3.88;0;0;0;1
1989-4;4.98;0;0;0;0
1989-5;11.19;0;0;0;0
1989-6;11.41;0;0;0;0
1989-7;15.6;0;5;0;0
1989-8;14.99;0;6;0;0
1989-9;11.22;0;0;0;0
1989-10;8.8;0;0;0;0
1989-11;2.6;0;0;0;3
1989-12;3.03;0;0;0;1
1990-1;1.06;0;0;0;1
1990-2;4.03;0;0;0;3
1990-3;4.01;0;0;0;4
1990-4;3.43;0;0;0;0
1990-5;10.65;0;0;0;0
1990-6;11.21;0;1;0;0
1990-7;14.2;0;2;0;0
1990-8;14.72;0;0;0;0
1990-9;9.62;0;0;0;0
1990-10;9.94;0;0;0;0
1990-11;0.96;0;0;0;4
1990-12;-3.55;0;0;0;19
1991-1;-1.28;0;0;0;8
1991-2;-2.69;0;0;0;11
1991-3;5.43;0;0;0;2
1991-4;3.24;0;0;0;4
1991-5;5.3;0;0;0;1
1991-6;11.31;0;2;0;0
1991-7;16.47;0;9;0;0
1991-8;15.77;0;3;0;0
1991-9;13.59;0;0;0;0
1991-10;5.95;0;0;0;2
1991-11;1.64;0;0;0;5
1991-12;-3.15;0;0;0;19
1992-1;-0.83;0;0;0;6
1992-2;-0.44;0;0;0;6
1992-3;2.34;0;0;0;1
1992-4;3.65;0;0;0;1
1992-5;12.38;0;1;0;0
1992-6;12.97;0;0;0;0
1992-7;15.51;0;3;0;0
1992-8;17.74;0;15;0;0
1992-9;12.15;0;0;0;0
1992-10;4.88;0;0;0;0
1992-11;4.12;0;0;0;3
1992-12;0.69;0;0;0;7
1993-1;1.18;0;0;0;6
1993-2;-0.45;0;0;0;9
1993-3;0.58;0;0;0;11
1993-4;6.7;0;0;0;0
1993-5;11.44;0;1;0;0
1993-6;12.98;0;1;0;0
1993-7;12.96;0;2;0;0
1993-8;14.72;0;5;0;0
1993-9;10.58;0;0;0;0
1993-10;6.75;0;0;0;1
1993-11;-0.1;0;0;0;10
1993-12;0.35;0;0;0;4
1994-1;-0.02;0;0;0;6
1994-2;-0.41;0;0;0;8
1994-3;5.03;0;0;0;0
1994-4;3.6;0;0;0;1
1994-5;10.04;0;0;0;0
1994-6;13.53;0;3;0;0
1994-7;17.44;0;5;0;0
