year,month,averageTemperature,totalPrecipitation,averageSnowCover
1954,1,-1.065,65.3,76.0
1954,2,-0.454,42.8,40.0
1954,3,6.61,27.8,0.0
1954,4,7.52,71.8,0.0
1954,5,13.313,62.4,0.0
1954,6,17.39,76.1,0.0
1954,7,16.548,74.8,0.0
1954,8,16.765,150.6,0.0
1954,9,15.417,130.6,0.0
1954,10,10.181,69.9,0.0
1954,11,6.083,65.7,0.0
1954,12,4.41,91.0,0.0
1955,1,1.277,117.1,31.0
1955,2,2.007,104.2,62.0
1955,3,3.735,39.9,5.0
1955,4,9.6,30.6,0.0
1955,5,12.687,104.7,0.0
1955,6,16.97,121.1,0.0
1955,7,19.045,109.6,0.0
1955,8,17.542,93.6,0.0
1955,9,14.593,48.1,0.0
1955,10,8.687,29.2,0.0
1955,11,3.967,21.9,0.0
1955,12,4.732,118.4,0.0
1956,1,2.852,87.0,0.0
1956,2,-8.324,20.2,237.0
1956,3,5.545,38.1,0.0
1956,4,7.893,95.7,0.0
1956,5,14.206,132.5,0.0
1956,6,14.897,89.9,0.0
1956,7,18.003,175.6,0.0
1956,8,15.916,183.1,0.0
1956,9,15.667,68.3,0.0
1956,10,8.977,112.4,0.0
1956,11,3.607,34.8,2.0
1956,12,2.068,26.6,32.0
1957,1,-0.613,55.5,99.0
1957,2,5.336,125.3,24.0
1957,3,9.068,65.6,0.0
1957,4,9.82,31.6,0.0
1957,5,11.365,34.6,0.0
1957,6,17.517,194.7,0.0
1957,7,18.839,104.3,0.0
1957,8,16.942,93.3,0.0
1957,9,14.033,104.1,0.0
1957,10,9.387,37.1,0.0
1957,11,4.883,33.9,0.0
1957,12,1.232,52.5,0.0
1958,1,1.568,73.9,123.0
1958,2,4.407,145.9,71.0
1958,3,2.874,35.8,13.0
1958,4,7.303,55.0,2.0
1958,5,15.735,85.1,0.0
1958,6,16.517,135.7,0.0
1958,7,19.039,88.5,0.0
1958,8,19.11,120.6,0.0
1958,9,16.653,63.4,0.0
1958,10,9.771,72.2,0.0
1958,11,5.067,53.6,0.0
1958,12,3.242,82.5,0.0
1959,1,1.139,108.3,40.0
1959,2,2.279,5.5,0.0
1959,3,8.326,84.0,0.0
1959,4,10.247,117.1,0.0
1959,5,14.623,33.3,0.0
1959,6,17.867,80.3,0.0
1959,7,21.158,53.0,0.0
1959,8,18.339,73.6,0.0
1959,9,15.91,2.2,0.0
1959,10,9.897,96.4,0.0
1959,11,3.88,38.0,2.0
1959,12,3.823,76.9,0.0
1960,1,0.355,70.3,77.0
1960,2,3.09,59.6,12.0
1960,3,7.145,53.8,0.0
1960,4,9.14,36.4,0.0
1960,5,15.042,68.8,0.0
1960,6,18.257,68.8,0.0
1960,7,16.574,101.8,0.0
1960,8,17.661,164.8,0.0
1960,9,13.27,137.2,0.0
1960,10,9.694,89.1,0.0
1960,11,7.307,72.3,0.0
1960,12,1.677,48.2,8.0
1961,1,1.252,71.5,1.0
1961,2,6.196,53.8,0.0
1961,3,7.4,45.1,0.0
1961,4,12.16,97.5,0.0
1961,5,12.606,72.6,0.0
1961,6,17.62,82.1,0.0
1961,7,17.784,116.7,0.0
1961,8,17.629,129.6,0.0
1961,9,18.48,45.5,0.0
1961,10,11.494,79.8,0.0
1961,11,4.61,47.8,0.0
1961,12,2.448,114.5,0.0
1962,1,2.635,117.3,146.0
1962,2,1.582,87.4,53.0
1962,3,2.803,102.3,19.0
1962,4,9.71,35.3,0.0
1962,5,11.835,91.3,0.0
1962,6,16.823,29.3,0.0
1962,7,18.061,61.1,0.0
1962,8,19.316,56.0,0.0
1962,9,14.943,47.2,0.0
1962,10,10.142,7.6,0.0
1962,11,2.757,34.2,0.0
1962,12,-2.029,98.3,10.0
1963,1,-4.919,37.5,137.0
1963,2,-3.004,48.8,174.0
1963,3,4.787,64.9,5.0
1963,4,10.667,42.6,0.0
1963,5,13.023,35.2,0.0
1963,6,16.817,161.8,0.0
1963,7,20.087,53.9,0.0
1963,8,16.968,127.2,0.0
1963,9,15.833,51.6,0.0
1963,10,9.91,46.4,0.0
1963,11,8.353,144.5,0.0
1963,12,-1.771,5.2,0.0
1964,1,-1.31,10.1,15.0
1964,2,3.376,44.8,2.0
1964,3,3.948,98.6,21.0
1964,4,10.92,54.0,0.0
1964,5,15.477,137.5,0.0
1964,6,18.23,89.1,0.0
1964,7,20.777,66.5,0.0
1964,8,17.855,91.5,0.0
1964,9,15.493,73.7,0.0
1964,10,9.303,98.2,0.0
1964,11,6.41,70.5,2.0
1964,12,0.694,27.1,68.0
1965,1,1.968,88.4,40.0
1965,2,-1.064,32.0,44.0
1965,3,5.435,105.1,50.0
1965,4,8.213,102.8,0.0
1965,5,13.074,140.8,0.0
1965,6,17.643,94.1,0.0
1965,7,17.181,122.8,0.0
1965,8,17.41,99.8,0.0
1965,9,13.337,128.4,0.0
1965,10,9.926,16.1,0.0
1965,11,4.673,130.7,14.0
1965,12,4.413,166.6,4.0
1966,1,-1.003,54.3,143.0
1966,2,6.75,84.4,0.0
1966,3,5.145,91.0,4.0
1966,4,11.423,95.7,0.0
1966,5,14.452,107.8,0.0
1966,6,18.357,86.3,0.0
1966,7,17.129,116.2,0.0
1966,8,16.923,172.8,0.0
1966,9,16.147,49.5,0.0
1966,10,13.116,61.6,0.0
1966,11,3.23,74.6,5.0
1966,12,3.571,100.8,11.0
1967,1,1.784,38.0,1.0
1967,2,4.211,47.3,0.0
1967,3,7.168,64.2,0.0
1967,4,8.777,34.6,0.0
1967,5,13.719,132.5,0.0
1967,6,16.323,82.1,0.0
1967,7,21.203,47.3,0.0
1967,8,18.335,120.1,0.0
1967,9,14.93,120.8,0.0
1967,10,12.681,38.7,0.0
1967,11,5.323,84.9,0.0
1967,12,-0.223,86.0,46.0
1968,1,0.439,129.3,281.0
1968,2,3.172,81.3,0.0
1968,3,6.216,58.0,0.0
1968,4,10.6,77.0,0.0
1968,5,12.519,99.8,0.0
1968,6,17.53,39.1,0.0
1968,7,18.881,63.8,0.0
1968,8,16.906,155.2,0.0
1968,9,14.487,197.3,0.0
1968,10,12.423,38.6,0.0
1968,11,5.277,39.6,9.0
1968,12,0.803,58.8,25.0
1969,1,2.077,39.4,102.0
1969,2,0.35,100.4,174.0
1969,3,5.287,65.7,0.0
1969,4,8.6,93.5,0.0
1969,5,14.958,74.0,0.0
1969,6,15.52,165.0,0.0
1969,7,20.297,72.9,0.0
1969,8,17.981,142.9,0.0
1969,9,15.797,30.5,0.0
1969,10,11.184,1.3,0.0
1969,11,6.05,92.9,7.0
1969,12,-2.048,79.6,42.0
1970,1,0.761,63.7,0.0
1970,2,2.596,184.9,22.0
1970,3,3.51,59.7,51.0
1970,4,7.667,164.3,12.0
1970,5,12.942,120.4,0.0
1970,6,18.76,87.5,0.0
1970,7,18.555,114.4,0.0
1970,8,19.039,99.7,0.0
1970,9,15.693,44.5,0.0
1970,10,10.139,52.0,0.0
1970,11,6.883,86.1,0.0
1970,12,0.758,21.3,12.0
1971,1,-0.671,30.4,101.0
1971,2,2.057,44.0,3.0
1971,3,2.577,47.7,8.0
1971,4,11.977,18.1,0.0
1971,5,15.826,48.3,0.0
1971,6,15.807,168.9,0.0
1971,7,20.742,56.3,0.0
1971,8,19.761,133.9,0.0
1971,9,14.197,28.7,0.0
1971,10,10.855,24.8,0.0
1971,11,4.117,90.3,6.0
1971,12,2.89,26.9,2.0
1972,1,1.197,17.0,9.0
1972,2,3.959,20.4,3.0
1972,3,7.581,27.8,0.0
1972,4,9.197,102.3,0.0
1972,5,12.848,51.0,0.0
1972,6,16.2,110.2,0.0
1972,7,18.487,102.7,0.0
1972,8,17.245,54.7,0.0
1972,9,11.853,16.8,0.0
1972,10,8.339,52.0,0.0
1972,11,5.62,182.9,0.0
1972,12,0.503,54.9,1.0
1973,1,0.013,54.0,5.0
1973,2,2.032,45.8,7.0
1973,3,4.635,23.8,14.0
1973,4,6.923,86.7,2.0
1973,5,14.874,81.8,0.0
1973,6,17.813,129.9,0.0
1973,7,18.371,131.6,0.0
1973,8,19.671,61.3,0.0
1973,9,15.903,40.5,0.0
1973,10,9.01,99.3,0.0
1973,11,4.87,70.9,23.0
1973,12,0.968,73.7,75.0
1974,1,4.648,84.0,0.0
1974,2,4.704,53.6,0.0
1974,3,7.952,50.0,0.0
1974,4,9.563,21.0,0.0
1974,5,13.074,87.2,0.0
1974,6,15.917,66.5,0.0
1974,7,18.168,62.4,0.0
1974,8,19.106,62.4,0.0
1974,9,14.823,90.2,0.0
1974,10,5.732,185.4,0.0
1974,11,5.423,140.5,0.0
1974,12,5.474,119.2,0.0
1975,1,4.674,107.7,0.0
1975,2,3.182,12.0,0.0
1975,3,4.813,52.2,20.0
1975,4,8.953,86.0,2.0
1975,5,13.577,86.5,0.0
1975,6,15.763,109.0,0.0
1975,7,19.335,51.0,0.0
1975,8,19.397,174.1,0.0
1975,9,16.8,87.0,0.0
1975,10,8.761,42.4,0.0
1975,11,5.55,139.3,0.0
1975,12,0.652,15.9,68.0
1976,1,2.252,65.2,73.0
1976,2,2.897,55.5,46.0
1976,3,4.732,19.3,0.0
1976,4,9.19,41.9,5.0
1976,5,14.648,58.5,0.0
1976,6,19.87,22.9,0.0
1976,7,20.555,63.6,0.0
1976,8,17.232,51.0,0.0
1976,9,13.76,102.4,0.0
1976,10,11.184,49.0,0.0
1976,11,5.827,69.3,0.0
1976,12,0.252,108.4,88.0
1977,1,1.432,112.4,174.0
1977,2,5.789,173.5,10.0
1977,3,8.474,59.8,0.0
1977,4,7.57,159.6,0.0
1977,5,13.113,75.4,0.0
1977,6,16.443,114.9,0.0
1977,7,18.529,108.8,0.0
1977,8,17.106,141.7,0.0
1977,9,13.463,40.3,0.0
1977,10,11.5,52.1,0.0
1977,11,6.09,97.3,0.0
1977,12,2.777,72.6,0.0
1978,1,1.768,69.7,10.0
1978,2,1.446,92.4,68.0
1978,3,6.661,135.1,0.0
1978,4,8.807,60.6,0.0
1978,5,12.519,156.0,0.0
1978,6,16.297,76.4,0.0
1978,7,18.023,96.4,0.0
1978,8,16.697,137.3,0.0
1978,9,13.97,75.0,0.0
1978,10,9.668,64.4,0.0
1978,11,3.923,16.8,19.0
1978,12,3.155,128.2,47.0
1979,1,-1.687,101.6,104.0
1979,2,2.779,112.3,14.0
1979,3,6.461,131.2,0.0
1979,4,8.007,92.0,0.0
1979,5,13.529,74.9,0.0
1979,6,17.6,96.8,0.0
1979,7,18.51,81.6,0.0
1979,8,16.594,139.9,0.0
1979,9,14.993,49.9,0.0
1979,10,11.565,52.8,0.0
1979,11,5.043,119.4,0.0
1979,12,5.074,77.7,10.0
1980,1,0.258,111.6,69.0
1980,2,4.555,53.8,0.0
1980,3,5.884,93.4,0.0
1980,4,7.837,41.8,0.0
1980,5,12.623,87.5,0.0
1980,6,15.513,148.3,0.0
1980,7,16.439,163.0,0.0
1980,8,19.123,79.4,0.0
1980,9,15.783,28.5,0.0
1980,10,9.184,112.3,0.0
1980,11,3.603,52.5,26.0
1980,12,0.261,65.0,91.0
1981,1,-0.381,114.8,131.0
1981,2,0.546,62.9,6.0
1981,3,8.674,142.8,3.0
1981,4,11.017,28.2,0.0
1981,5,13.655,192.2,0.0
1981,6,17.033,66.4,0.0
1981,7,18.055,178.9,0.0
1981,8,18.581,48.1,0.0
1981,9,15.41,141.0,0.0
1981,10,10.084,225.6,0.0
1981,11,5.397,87.2,0.0
1981,12,1.79,187.8,91.0
1982,1,0.961,172.5,126.0
1982,2,2.293,22.3,19.0
1982,3,5.077,102.1,1.0
1982,4,8.823,31.2,0.0
1982,5,14.316,81.2,0.0
1982,6,18.33,126.3,0.0
1982,7,20.755,131.1,0.0
1982,8,18.026,114.8,0.0
1982,9,17.273,71.3,0.0
1982,10,10.771,167.4,0.0
1982,11,6.86,66.5,0.0
1982,12,4.19,169.7,2.0
1983,1,3.89,87.8,8.0
1983,2,0.893,74.3,8.0
1983,3,6.545,94.3,1.0
1983,4,10.3,129.6,0.0
1983,5,12.052,181.9,0.0
1983,6,19.013,30.5,0.0
1983,7,23.545,31.0,0.0
1983,8,19.929,61.2,0.0
1983,9,15.497,131.5,0.0
1983,10,10.558,63.7,0.0
1983,11,4.323,50.5,0.0
1983,12,2.026,67.7,3.0
1984,1,2.5,123.4,39.0
1984,2,1.772,76.9,48.0
1984,3,3.813,38.8,30.0
1984,4,8.713,26.4,0.0
1984,5,11.232,153.5,0.0
1984,6,16.737,45.2,0.0
1984,7,19.5,52.5,0.0
1984,8,18.497,106.5,0.0
1984,9,14.02,215.4,0.0
1984,10,11.152,49.8,0.0
1984,11,7.207,61.2,0.0
1984,12,2.994,74.2,0.0
1985,1,-4.113,92.3,220.0
1985,2,1.071,51.6,123.0
1985,3,4.948,38.6,5.0
1985,4,9.883,128.6,0.0
1985,5,13.842,160.6,0.0
1985,6,16.203,100.4,0.0
1985,7,20.539,83.1,0.0
1985,8,18.677,81.9,0.0
1985,9,16.37,38.6,0.0
1985,10,10.452,10.7,0.0
1985,11,2.433,71.2,52.0
1985,12,3.968,59.9,4.0
1986,1,2.468,141.2,64.0
1986,2,-3.686,50.1,311.0
1986,3,4.252,53.6,158.0
1986,4,7.643,181.6,1.0
1986,5,15.6,134.3,0.0
1986,6,18.077,131.4,0.0
1986,7,19.319,68.6,0.0
1986,8,18.597,114.8,0.0
1986,9,14.957,42.8,0.0
1986,10,12.206,84.7,0.0
1986,11,6.427,52.1,0.0
1986,12,3.206,89.9,49.0
1987,1,-2.842,40.6,130.0
1987,2,2.682,88.5,50.0
1987,3,3.355,52.9,17.0
1987,4,11.13,64.8,0.0
1987,5,11.481,149.2,0.0
1987,6,16.083,203.1,0.0
1987,7,19.648,114.1,0.0
1987,8,18.594,96.7,0.0
1987,9,17.52,157.8,0.0
1987,10,11.681,67.9,0.0
1987,11,6.357,75.3,0.0
1987,12,3.558,68.8,0.0
1988,1,5.255,81.3,0.0
1988,2,3.179,76.6,30.0
1988,3,5.155,150.1,5.0
1988,4,10.963,34.4,0.0
1988,5,15.648,65.1,0.0
1988,6,17.403,77.3,0.0
1988,7,19.032,98.2,0.0
1988,8,19.19,136.6,0.0
1988,9,15.22,67.8,0.0
1988,10,11.968,109.0,0.0
1988,11,4.473,43.2,24.0
1988,12,4.342,78.4,3.0
1989,1,2.677,17.6,2.0
1989,2,4.046,95.2,0.0
1989,3,9.035,56.3,0.0
1989,4,8.623,135.8,0.0
1989,5,16.255,53.3,0.0
1989,6,17.327,51.9,0.0
1989,7,20.558,67.5,0.0
1989,8,19.165,71.1,0.0
1989,9,15.373,62.7,0.0
1989,10,11.403,70.6,0.0
1989,11,3.963,39.0,0.0
1989,12,3.752,80.9,0.0
1990,1,2.387,30.2,0.0
1990,2,7.6,78.5,0.0
1990,3,8.213,32.6,0.0
1990,4,8.743,90.9,0.0
1990,5,16.552,37.3,0.0
