year;averageTemperature;heatDays;summerDays;tropicalNights;iceDays
1949;8.81;10;42;0;18
1950;8.82;21;67;0;38
1951;8.99;13;53;0;18
1952;7.98;14;55;0;44
1953;8.74;7;59;0;38
1954;7.61;5;39;0;45
1955;7.56;1;39;0;43
1956;6.94;1;44;0;54
1957;8.48;14;49;0;26
1958;8.14;9;54;0;23
1959;8.26;6;48;0;34
1960;7.95;4;35;0;33
1961;8.27;7;50;0;34
1962;6.84;9;48;0;48
1963;6.94;10;52;0;69
1964;7.46;8;54;0;56
1965;7.15;5;26;0;40
1966;8.36;1;32;0;25
1967;8.68;10;54;0;31
1968;8.26;6;43;0;37
1969;7.87;9;56;0;46
1970;7.66;2;41;0;38
1971;8.08;11;50;0;31
1972;8.08;9;36;0;29
1973;7.87;2;47;0;25
1974;8.99;4;31;0;3
1975;8.84;0;50;0;12
1976;8.47;7;50;0;20
1977;8.41;0;32;0;32
1978;null;null;null;null;null
1979;null;null;null;null;null
1980;null;null;null;null;null
1981;7.99;4;38;0;41
1982;8.44;0;50;0;38
1983;8.58;9;59;0;36
1984;7.69;3;23;0;32
1985;7.03;3;36;0;53
1986;7.82;4;46;0;44
1987;7.42;2;33;0;47
1988;8.85;6;29;0;21
1989;8.9;1;29;0;27
1990;8.82;3;42;0;27
1991;7.87;4;37;0;32
1992;9.43;19;57;0;22
1993;8.56;6;41;0;34
1994;10.18;25;57;0;17
1995;8.99;9;49;0;35
1996;7.43;3;31;0;58
1997;8.65;1;51;0;27
1998;9.06;10;57;0;36
1999;9.27;3;43;1;30
2000;9.87;13;54;0;23
2001;8.92;9;48;0;28
2002;9.76;9;54;0;27
2003;9.29;27;86;0;31
2004;8.88;3;43;0;26
2005;8.58;10;49;0;38
2006;8.96;16;52;1;36
2007;10.2;10;62;1;19
2008;9.88;9;60;0;12
2009;9.5;3;44;0;34
2010;8.48;15;43;1;60
2011;10;11;59;0;25
2012;null;null;null;null;null
2013;9.44;18;53;2;33
2014;null;null;null;null;null
2015;10.77;32;63;0;4
2016;9.98;5;61;0;23
2017;9.81;19;66;1;31
2018;11.25;24;82;0;20
2019;10.73;16;71;1;14
2020;10.36;10;52;0;11
2021;9.38;9;55;1;23
2022;10.74;12;69;0;13
2023;null;0;0;0;6
