endDate;heatDays;summerDays;tropicalNights;iceDays
1984-09-14;1;13;0;34
1985-09-14;0;21;0;49
1986-09-14;0;27;0;47
1987-09-14;0;10;0;47
1988-09-14;3;24;0;19
1989-09-14;0;14;0;12
1990-09-14;4;34;0;10
1991-09-14;1;18;1;29
1992-09-14;12;42;0;11
1993-09-14;4;23;0;34
1994-09-14;14;47;0;15
1995-09-14;1;29;0;19
1996-09-14;0;11;0;63
1997-09-14;0;18;0;29
1998-09-14;6;32;0;20
1999-09-14;1;17;0;22
2000-09-14;9;40;1;17
2001-09-14;2;27;0;24
2002-09-14;1;27;0;19
2003-09-14;13;51;0;37
2004-09-14;1;27;0;34
2005-09-14;2;21;0;39
2006-09-14;5;34;0;44
2007-09-14;7;43;0;4
2008-09-14;0;31;0;9
2009-09-14;2;23;0;35
2010-09-14;4;29;1;50
2011-09-14;4;31;0;32
2012-09-14;4;46;0;25
2013-09-14;11;35;2;42
2014-09-14;3;27;0;15
2015-09-14;29;53;3;14
2016-09-14;1;36;0;13
2017-09-14;10;56;2;34
2018-09-14;7;53;0;33
2019-09-14;7;46;1;16
2020-09-14;2;28;0;7
2021-09-14;0;29;0;22
2022-09-14;7;40;0;8
2023-09-14;6;44;0;13
