year;averageTemperature;heatDays;summerDays;tropicalNights;iceDays
1984;6.88;1;13;0;50
1985;6.55;0;23;0;67
1986;7.27;0;29;0;61
1987;6.62;0;12;0;61
1988;7.83;3;24;0;31
1989;8.22;0;16;0;28
1990;8.32;4;35;0;30
1991;7.18;1;18;1;44
1992;8.49;12;42;0;32
1993;7.66;4;23;0;56
1994;9.01;14;47;0;28
1995;7.73;1;29;0;53
1996;5.99;0;11;0;87
1997;7.46;0;18;0;44
1998;8.43;6;32;0;47
1999;8.37;1;17;0;38
2000;9.22;9;40;1;27
2001;7.94;2;28;0;48
2002;8.78;1;27;0;38
2003;8.3;13;53;0;49
2004;7.83;1;27;0;50
2005;7.69;2;21;0;64
2006;8.25;5;34;0;47
2007;9.13;7;43;0;27
2008;8.8;0;31;0;17
2009;8.41;2;23;0;48
2010;7.19;4;29;1;75
2011;8.65;4;32;0;40
2012;8.55;4;46;0;38
2013;8.06;11;35;2;51
2014;9.44;3;27;0;25
2015;9.67;29;54;3;15
2016;8.87;1;37;0;27
2017;8.88;10;56;2;42
2018;9.62;7;54;0;44
2019;9.64;7;46;1;23
2020;9.22;2;29;0;23
2021;8.24;0;29;0;36
2022;9.54;7;40;0;20
2023;null;0;0;0;3
