year,averageTemperature,totalPrecipitation,heatDays,summerDays,tropicalNights,frostDays,iceDays,snowCoverDays
1950,9.331,630.9,8,36,0,84,26,20
1951,9.68,575.6,6,41,0,65,11,11
1952,8.424,556.3,3,40,0,108,15,65
1953,10.038,532.0,15,45,0,78,15,40
1954,8.245,762.6,6,19,0,87,40,37
1955,8.211,545.8,3,34,0,111,29,61
1956,7.558,701.9,1,19,0,94,40,47
1957,9.265,521.9,8,33,0,72,9,14
1958,8.786,665.5,3,20,0,87,10,38
1959,9.691,513.8,6,42,0,74,17,38
1960,8.985,600.0,3,23,0,70,21,25
1961,9.405,681.8,5,30,0,63,20,20
1962,7.845,534.8,2,17,0,94,30,35
1963,8.098,448.4,9,39,0,106,58,83
1964,8.63,562.8,9,40,0,97,32,36
1965,8.152,635.1,1,20,0,92,23,70
1966,9.008,753.9,3,37,1,78,33,52
1967,9.718,623.5,2,29,0,64,11,22
1968,8.984,591.9,8,41,0,85,28,45
1969,8.106,535.9,10,38,0,117,54,102
1970,8.144,669.9,2,40,0,105,41,97
1971,9.431,429.9,11,45,0,68,18,38
1972,8.595,484.6,9,29,1,71,22,13
1973,8.884,551.4,7,36,0,84,10,34
1974,9.558,788.7,4,16,0,37,1,10
1975,9.764,507.9,9,49,1,61,8,8
1976,8.884,409.1,8,40,0,90,28,46
1977,9.344,707.8,3,16,0,61,9,27
1978,8.698,665.0,4,25,0,80,24,41
1979,8.222,616.3,5,29,1,101,32,81
1980,7.923,656.7,2,21,0,103,33,55
1981,8.874,659.6,3,31,0,89,30,72
1982,9.694,420.4,7,52,1,74,22,22
1983,9.887,611.8,11,53,0,73,14,41
1984,8.661,574.2,4,25,1,82,18,17
1985,8.188,509.8,4,28,0,95,48,58
1986,8.729,668.4,9,41,1,75,36,55
1987,7.862,691.0,1,17,0,93,41,67
1988,9.737,602.4,1,28,0,75,7,27
1989,10.449,449.3,10,46,0,57,8,7
1990,10.339,632.5,6,34,0,40,6,21
1991,9.19,469.7,7,38,0,78,18,19
1992,10.093,595.9,15,64,1,67,11,5
1993,9.179,658.9,2,36,0,82,22,36
1994,10.176,721.5,19,43,3,54,10,10
1995,9.476,599.5,18,55,1,92,21,48
1996,7.757,550.0,4,31,0,123,46,43
1997,9.695,499.6,10,61,0,87,15,21
1998,9.815,602.3,6,25,0,63,21,27
1999,10.449,438.6,11,58,0,75,8,29
2000,10.457,565.8,9,42,0,52,11,14
2001,9.178,648.8,9,33,0,100,17,39
2002,10.02,722.8,7,55,1,68,25,23
2003,9.931,430.5,20,64,0,101,17,41
2004,9.638,563.6,5,35,0,75,14,26
2005,9.722,641.6,7,48,0,90,13,50
2006,10.21,484.4,21,65,2,86,22,76
2007,10.597,906.8,10,42,0,47,8,10
2008,10.378,570.9,15,41,0,61,6,14
2009,9.625,617.8,6,45,0,86,27,52
2010,8.245,619.2,13,42,2,116,62,93
2011,10.043,644.6,5,41,0,82,15,18
2012,9.546,575.0,11,33,0,77,28,36
2013,9.396,667.7,9,42,2,90,25,68
2014,11.044,476.4,13,46,2,45,18,19
2015,10.725,497.5,21,51,2,60,1,12
2016,10.221,503.0,9,56,1,73,10,17
2017,10.113,854.2,5,38,0,65,13,34
2018,11.151,359.2,28,85,5,69,8,3
2019,11.189,506.3,24,64,1,51,4,2
2020,11.147,477.4,17,51,1,44,0,0
2021,9.969,562.3,10,47,1,77,15,27
2022,11.099,355.5,19,61,0,62,13,7
2023,11.185,777.4,12,64,0,51,6,18
2024,13.429,448.4,18,69,1,36,6,7
