endDate;heatDays;summerDays;tropicalNights;iceDays
1951-10-30;null;null;null;null
1952-10-30;null;null;null;null
1953-10-30;null;null;null;null
1954-10-30;null;null;null;null
1955-10-30;null;null;null;null
1956-10-30;null;null;null;null
1957-10-30;null;null;null;null
1958-10-30;null;null;null;null
1959-10-30;null;null;null;null
1960-10-30;null;null;null;null
1961-10-30;null;null;null;null
1962-10-30;null;null;null;null
1963-10-30;null;null;null;null
1964-10-30;null;null;null;null
1965-10-30;null;null;null;null
1966-10-30;null;null;null;null
1967-10-30;null;null;null;null
1968-10-30;null;null;null;null
1969-10-30;null;null;null;null
1970-10-30;null;null;null;null
1971-10-30;null;null;null;null
1972-10-30;null;null;null;null
1973-10-30;null;null;null;null
1974-10-30;null;null;null;null
1975-10-30;null;null;null;null
1976-10-30;null;null;null;null
1977-10-30;null;null;null;null
1978-10-30;null;null;null;null
1979-10-30;null;null;null;null
1980-10-30;null;null;null;null
1981-10-30;null;null;null;null
1982-10-30;null;null;null;null
1983-10-30;null;null;null;null
1984-10-30;null;null;null;null
1985-10-30;null;null;null;null
1986-10-30;null;null;null;null
1987-10-30;null;null;null;null
1988-10-30;null;null;null;null
1989-10-30;null;null;null;null
1990-10-30;null;null;null;null
1991-10-30;null;null;null;null
1992-10-30;null;null;null;null
1993-10-30;null;null;null;null
1994-10-30;null;null;null;null
1995-10-30;null;null;null;null
1996-10-30;null;null;null;null
1997-10-30;null;null;null;null
1998-10-30;null;null;null;null
1999-10-30;null;null;null;null
2000-10-30;18;68;0;14
2001-10-30;null;null;null;null
2002-10-30;null;null;null;null
2003-10-30;35;93;1;22
2004-10-30;12;47;0;18
2005-10-30;10;61;0;23
2006-10-30;18;57;0;30
2007-10-30;25;75;1;3
2008-10-30;9;66;0;6
2009-10-30;7;59;0;17
2010-10-30;15;48;1;29
2011-10-30;15;75;0;16
2012-10-30;28;85;0;15
2013-10-30;29;75;0;23
2014-10-30;15;63;0;9
2015-10-30;null;null;null;null
2016-10-30;null;null;null;null
2017-10-30;32;80;1;22
2018-10-30;29;103;0;15
2019-10-30;26;80;0;9
2020-10-30;17;64;0;4
2021-10-30;10;69;0;9
2022-10-30;22;77;0;1
2023-10-30;27;86;1;0
2024-10-30;42;92;1;6
