endDate;heatDays;summerDays;tropicalNights;iceDays
1951-10-03;13;53;0;11
1952-10-03;14;55;0;27
1953-10-03;7;59;0;30
1954-10-03;5;39;0;39
1955-10-03;1;39;0;36
1956-10-03;1;44;0;38
1957-10-03;14;49;0;13
1958-10-03;9;54;0;16
1959-10-03;6;48;0;26
1960-10-03;4;35;0;25
1961-10-03;7;50;0;17
1962-10-03;9;48;0;22
1963-10-03;10;52;0;50
1964-10-03;8;54;0;40
1965-10-03;5;26;0;30
1966-10-03;1;31;0;20
1967-10-03;10;54;0;17
1968-10-03;6;43;0;18
1969-10-03;9;56;0;21
1970-10-03;2;41;0;26
1971-10-03;11;50;0;26
1972-10-03;9;36;0;18
1973-10-03;2;47;0;12
1974-10-03;4;31;0;1
1975-10-03;0;50;0;2
1976-10-03;7;50;0;7
1977-10-03;0;32;0;18
1978-10-03;null;null;null;null
1979-10-03;null;null;null;null
1980-10-03;null;null;null;null
1981-10-03;4;38;0;28
1982-10-03;0;50;0;32
1983-10-03;9;58;0;18
1984-10-03;3;23;0;22
1985-10-03;3;36;0;40
1986-10-03;4;46;0;33
1987-10-03;2;33;0;38
1988-10-03;6;29;0;15
1989-10-03;1;29;0;11
1990-10-03;3;42;0;15
1991-10-03;4;37;0;19
1992-10-03;19;57;0;13
1993-10-03;6;41;0;19
1994-10-03;25;57;0;11
1995-10-03;9;49;0;15
1996-10-03;3;31;0;44
1997-10-03;1;51;0;24
1998-10-03;10;57;0;14
1999-10-03;3;43;1;19
2000-10-03;13;54;0;16
2001-10-03;9;48;0;15
2002-10-03;9;54;0;16
2003-10-03;27;86;0;26
2004-10-03;3;43;0;16
2005-10-03;10;49;0;20
2006-10-03;16;52;1;35
2007-10-03;10;62;1;2
2008-10-03;9;60;0;5
2009-10-03;3;43;0;25
2010-10-03;15;43;1;37
2011-10-03;11;59;0;20
2012-10-03;13;61;0;19
2013-10-03;18;53;2;28
2014-10-03;7;41;0;4
2015-10-03;32;63;0;3
2016-10-03;5;61;0;12
2017-10-03;19;66;1;29
2018-10-03;24;82;0;13
2019-10-03;16;71;1;12
2020-10-03;10;52;0;5
2021-10-03;9;55;1;17
2022-10-03;12;69;0;5
2023-10-03;20;63;1;6
2024-10-03;null;null;null;null
