year;averageTemperature;heatDays;summerDays;tropicalNights;iceDays
1937;10.43;10;64;1;30
1938;10.35;19;63;1;23
1939;10.35;14;75;0;12
1940;7.62;1;40;1;69
1941;8.86;6;45;0;40
1942;null;null;null;null;null
1943;null;null;null;null;null
1944;null;null;null;null;null
1945;null;null;null;null;null
1946;null;null;null;null;null
1947;null;null;null;null;null
1948;10.61;8;67;2;28
1949;11.07;14;57;1;13
1950;10.85;28;88;1;27
1951;11.33;12;62;0;4
1952;10.03;27;75;2;22
1953;10.63;12;73;0;19
1954;9.32;12;57;0;39
1955;9.54;2;49;0;28
1956;8.89;8;60;0;45
1957;10.39;13;58;3;20
1958;10.38;16;63;0;15
1959;10.33;5;51;1;14
1960;10.16;3;52;0;21
1961;10.63;14;58;1;22
1962;9.05;13;64;0;30
1963;9.15;18;73;2;64
1964;9.72;16;64;0;42
1965;9.33;8;45;0;20
1966;10.88;3;53;0;24
1967;10.93;21;68;3;16
1968;10.38;13;60;0;24
1969;9.85;16;67;0;46
1970;9.95;16;58;0;31
1971;10.53;23;75;2;27
1972;10.27;15;49;1;25
1973;10.37;20;70;1;15
1974;11.13;13;57;4;4
1975;11.19;6;76;1;4
1976;10.5;15;63;1;21
1977;10.9;6;71;0;20
1978;9.8;2;47;1;20
1979;10.5;11;64;1;17
1980;9.46;5;43;2;26
1981;10.95;20;68;4;22
1982;10.82;9;86;3;24
1983;11.52;29;87;4;15
1984;10.15;9;48;1;15
1985;9.55;10;56;0;39
1986;10.11;14;74;2;43
1987;9.75;9;56;3;36
1988;10.81;19;65;2;12
1989;11.13;12;57;2;12
1990;11.21;15;65;2;16
1991;10.1;13;59;0;26
1992;10.99;27;78;6;12
1993;10.04;16;66;2;34
1994;12.08;36;89;9;14
1995;10.84;23;69;4;19
1996;9.56;7;51;0;48
1997;10.54;6;75;0;25
1998;11.13;22;67;7;18
1999;11.27;8;70;1;25
2000;12.21;28;86;3;20
2001;11.14;24;75;3;19
2002;11.87;24;87;3;28
2003;11.48;50;105;5;19
2004;10.97;17;60;0;25
2005;11.35;22;79;5;24
2006;11.85;32;79;18;25
2007;12.79;40;91;7;13
2008;12.7;33;91;4;6
2009;12.39;29;102;4;22
2010;10.94;27;68;9;31
2011;12.04;29;105;7;15
2012;12.45;50;110;13;20
2013;11.92;39;89;14;21
2014;13.05;20;78;5;8
2015;12.93;48;88;24;3
2016;null;null;null;null;null
2017;null;null;null;null;null
2018;12.75;34;117;10;13
2019;12.72;36;93;13;4
2020;12.11;24;86;0;7
2021;11.48;30;88;6;8
2022;null;35;92;9;1
