year,averageTemperature,totalPrecipitation,heatDays,summerDays,tropicalNights,frostDays,iceDays,snowCoverDays
1948,8.742,650.2,3,27,0,81,18,16
1949,9.062,443.0,8,46,0,89,18,29
1950,8.45,757.4,6,35,0,96,35,36
1951,8.568,632.7,6,36,0,85,5,16
1952,7.886,827.6,15,37,4,118,39,92
1953,8.77,546.5,7,38,0,95,33,52
1954,7.481,739.0,3,15,0,100,34,22
1955,7.261,668.6,1,17,0,131,43,66
1956,6.534,693.6,0,15,0,126,54,59
1957,8.246,635.4,8,31,0,101,22,35
1958,7.945,769.7,3,31,0,104,27,60
1959,8.818,623.3,4,41,0,109,20,21
1960,8.167,707.8,0,23,0,88,18,55
1961,8.728,759.6,1,30,0,88,24,38
1962,6.951,583.5,3,29,0,121,40,68
1963,6.947,635.5,5,18,0,109,70,84
1964,8.17,534.3,15,42,0,101,39,46
1965,7.41,1059.4,0,17,0,104,33,73
1966,8.526,949.3,2,20,0,87,24,37
1967,8.78,546.1,6,33,0,89,25,26
1968,7.888,919.8,0,17,0,122,46,44
1969,7.838,581.9,4,33,0,112,48,80
1970,7.875,824.6,1,29,0,117,35,75
1971,8.5,529.1,7,30,0,101,27,53
1972,7.838,553.9,4,21,0,104,28,30
1973,8.264,626.3,4,34,0,126,26,68
1974,8.73,806.1,3,18,0,69,2,9
1975,8.824,589.4,1,35,0,90,11,11
1976,8.634,512.1,12,41,0,98,30,48
1977,8.677,716.1,0,14,0,74,16,41
1978,7.648,793.0,0,16,0,107,39,66
1979,8.041,735.8,0,25,0,100,22,60
1980,7.654,744.4,2,13,0,99,33,57
1981,8.179,830.7,0,27,0,110,34,83
1982,8.745,693.2,1,38,0,93,23,41
1983,8.729,668.4,14,59,0,98,30,68
1984,7.416,661.4,6,23,0,111,17,76
1985,7.021,571.9,3,38,0,129,52,76
1986,7.769,743.5,4,42,0,100,36,64
1987,7.442,731.3,2,26,0,102,47,58
1988,8.95,782.9,4,28,0,80,6,38
1989,9.143,555.9,5,48,0,79,16,7
1990,9.133,680.9,9,37,0,69,18,25
1991,8.123,478.0,8,44,0,104,24,23
1992,9.1,635.6,14,53,0,81,19,29
1993,8.679,667.7,4,41,0,94,27,28
1994,9.936,698.4,24,52,0,64,8,17
1995,8.847,796.0,11,46,0,91,27,38
1996,7.325,659.1,3,29,0,119,53,54
1997,8.838,636.4,2,56,0,87,18,41
1998,9.186,805.1,14,38,0,76,27,42
1999,9.273,776.2,5,48,0,78,20,54
2000,9.919,604.7,8,48,0,55,8,16
2001,9.127,834.9,11,44,0,86,14,36
2002,9.608,912.2,6,41,1,58,18,22
2003,9.639,464.7,26,86,1,107,20,48
2004,8.871,715.3,6,36,0,95,16,47
2005,8.69,662.4,10,45,0,99,33,77
2006,9.378,669.0,16,52,0,91,24,43
2007,9.587,812.3,4,38,0,69,14,21
2008,9.423,593.4,12,47,0,89,11,21
2009,9.193,664.3,5,41,0,85,32,35
2010,7.992,779.4,11,40,0,107,60,99
2011,9.926,540.7,6,60,0,83,16,26
2012,9.419,675.2,17,50,0,75,23,29
2013,8.806,758.9,15,44,1,95,26,47
2014,10.429,600.9,8,37,0,49,4,8
2015,10.315,464.4,32,57,2,84,9,21
2016,9.484,656.7,12,54,0,77,11,17
2017,9.583,729.7,12,52,0,80,21,41
2018,10.752,538.1,30,89,0,74,17,24
2019,10.304,664.0,18,62,0,70,9,13
2020,10.397,606.9,12,55,0,69,3,14
2021,9.073,765.8,5,44,0,95,12,46
2022,10.858,640.3,20,77,0,70,10,16
2023,10.914,687.7,23,74,0,66,7,24
2024,12.535,622.3,16,67,0,28,10,6
