year;averageTemperature;heatDays;summerDays;tropicalNights;iceDays
1958;6.97;1;25;0;39
1959;7.63;0;14;0;26
1960;7.14;0;12;0;30
1961;7.78;0;26;0;28
1962;5.82;1;23;0;54
1963;6.24;1;21;0;61
1964;6.92;0;28;0;42
1965;6.19;2;15;0;41
1966;6.73;0;16;0;41
1967;6.88;1;22;0;30
1968;6.84;0;16;0;34
1969;6.82;1;20;0;52
1970;6.65;0;20;0;36
1971;7.16;2;26;0;37
1972;7.28;2;18;0;22
1973;6.91;0;27;0;37
1974;7.78;1;19;0;5
1975;7.22;1;19;0;22
1976;7.25;0;29;0;29
1977;7.76;1;14;0;28
1978;6.68;0;15;0;37
1979;7.23;0;14;0;32
1980;6.21;2;14;0;47
1981;6.74;1;25;0;54
1982;7.77;0;24;0;24
1983;7.67;6;31;0;34
1984;6.64;4;13;0;36
1985;6.6;0;23;0;49
1986;7.02;1;28;0;42
1987;6.8;0;20;0;47
1988;7.61;1;21;0;23
1989;7.55;0;12;0;15
1990;7.55;0;19;0;27
1991;6.76;1;25;0;41
1992;7.94;5;35;0;24
1993;7.62;0;27;0;33
1994;8.83;3;43;0;23
1995;7.39;1;26;0;29
1996;7.01;0;18;0;38
1997;8.04;0;15;0;15
1998;7.91;2;31;0;38
1999;7.81;1;20;0;35
2000;8.85;4;38;0;28
2001;8.05;4;36;0;41
2002;9.21;8;39;0;22
2003;8.91;19;78;0;39
2004;8.18;1;39;1;28
2005;7.82;8;41;0;62
2006;8.72;12;48;0;43
2007;9.38;8;44;0;21
2008;8.97;3;37;0;17
2009;8.79;4;35;0;37
2010;7.9;9;38;3;54
2011;9.59;8;43;1;22
2012;8.76;7;45;0;35
2013;8.62;14;48;0;33
2014;10.13;5;28;0;7
2015;9.84;22;58;0;20
2016;9.32;4;41;0;11
2017;9.08;6;53;0;32
2018;10.16;12;60;0;28
2019;9.75;16;57;0;21
2020;null;null;null;null;null
2021;8.55;4;36;0;34
2022;null;8;43;0;8
