year;averageTemperature;heatDays;summerDays;tropicalNights;iceDays
1937;null;null;null;null;null
1938;6.47;0;17;0;37
1939;null;null;null;null;null
1940;null;null;null;null;null
1941;5.66;0;18;0;43
1942;6.83;0;17;0;54
1943;7.25;3;25;0;28
1944;6.17;2;22;0;35
1945;null;null;null;null;null
1946;6.98;1;31;0;37
1947;7.1;4;45;0;44
1948;7.36;0;18;0;28
1949;7.26;1;21;0;19
1950;7.54;5;45;0;30
1951;7.5;0;35;0;5
1952;6.61;8;27;0;35
1953;7.5;0;25;0;34
1954;6.51;0;16;0;30
1955;6.59;2;15;0;18
1956;5.95;0;22;0;53
1957;7.34;5;26;0;14
1958;7.03;0;30;0;23
1959;7.42;0;16;0;12
1960;6.75;0;13;0;26
1961;7.26;0;40;0;36
1962;5.67;1;27;0;42
1963;6.19;0;27;0;55
1964;6.87;0;34;0;30
1965;6.09;0;20;0;34
1966;7.39;1;19;0;29
1967;7.43;2;26;0;26
1968;6.99;2;15;0;32
1969;null;null;null;null;null
1970;null;null;null;null;null
1971;7.3;3;28;0;30
1972;6.87;0;24;0;26
1973;6.84;1;34;0;26
1974;7.4;4;26;0;4
1975;7.68;0;29;0;7
1976;7.2;1;31;0;28
1977;7.73;0;22;0;10
1978;6.38;0;17;0;35
1979;6.9;0;35;0;22
1980;6.47;3;30;0;34
1981;7.17;3;34;0;29
1982;7.56;0;36;0;21
1983;7.85;9;47;0;26
1984;6.93;4;23;0;18
1985;7.15;3;48;0;33
1986;6.95;0;45;0;41
1987;7.37;2;38;0;27
1988;8.1;6;44;0;9
1989;8.25;0;25;0;7
1990;7.7;2;41;0;22
1991;7.09;2;32;0;35
1992;8.25;14;42;0;17
1993;7.61;0;39;0;31
1994;9.13;11;53;0;10
1995;7.71;2;36;0;29
1996;6.97;3;26;0;30
1997;8.14;0;35;0;9
1998;8.21;10;43;0;17
1999;8.2;1;33;0;22
2000;8.77;5;44;0;13
2001;8.48;127;726;0;293
2002;null;null;null;null;null
2003;null;null;null;null;null
2004;null;null;null;null;null
2005;null;null;null;null;null
2006;null;null;null;null;null
2007;null;null;null;null;null
2008;8.66;2;49;0;11
2009;8.41;3;41;0;31
2010;7.64;12;40;0;56
2011;8.89;7;43;0;13
2012;8.53;10;52;0;26
2013;8.41;17;53;0;18
2014;9.39;4;26;0;6
2015;9.11;21;53;0;7
2016;8.82;2;49;0;10
2017;8.83;12;58;0;17
2018;9.42;7;61;0;15
2019;9.42;13;64;0;14
2020;8.77;4;32;0;6
2021;7.96;5;44;0;23
2022;9.24;8;53;0;6
2023;null;0;0;0;8
