year;averageTemperature;heatDays;summerDays;tropicalNights;iceDays
1953;9.47;10;69;0;27
1954;8.32;9;54;0;43
1955;8.76;2;49;0;31
1956;8.39;13;71;0;42
1957;10.03;14;63;2;19
1958;9.53;12;57;0;11
1959;9.68;6;55;0;17
1960;9.65;3;42;0;22
1961;10.1;19;55;1;26
1962;8.56;16;58;0;34
1963;8.31;17;68;2;65
1964;8.98;20;64;0;43
1965;8.35;8;35;0;19
1966;9.96;5;51;0;23
1967;9.96;21;63;2;16
1968;9.34;10;47;0;31
1969;8.91;9;60;0;50
1970;8.94;7;46;0;28
1971;9.85;21;61;1;30
1972;9.79;15;47;0;23
1973;9.81;17;79;0;17
1974;10.29;12;47;0;4
1975;10.36;9;75;0;8
1976;9.84;17;73;1;20
1977;10.15;8;68;0;25
1978;9.05;3;44;0;25
1979;9.64;7;63;0;21
1980;8.58;3;32;0;32
1981;9.96;17;58;2;24
1982;9.85;4;74;0;28
1983;10.48;23;78;0;21
1984;9.42;7;36;1;20
1985;8.78;7;58;0;42
1986;9.48;11;63;1;41
1987;9.11;5;49;1;41
1988;10.24;16;56;1;11
1989;10.63;7;51;2;17
1990;10.64;12;53;0;21
1991;9.54;11;56;2;25
1992;10.94;28;77;5;10
1993;9.81;15;73;0;34
1994;11.23;33;75;2;16
1995;10.24;21;70;0;24
1996;8.58;6;47;0;50
1997;9.8;5;69;2;30
1998;10.47;23;63;4;28
1999;10.59;10;68;1;21
2000;11.5;25;77;0;21
2001;10.39;20;65;3;21
2002;11.05;14;73;0;30
2003;10.67;43;102;5;27
2004;10.24;13;58;0;27
2005;10.09;11;69;2;29
2006;10.48;25;62;3;30
2007;11.57;32;83;5;18
2008;11.07;15;77;0;13
2009;10.74;14;71;0;30
2010;9.53;16;57;2;43
2011;10.75;19;81;3;17
2012;11;34;96;3;22
2013;10.45;25;64;7;25
2014;11.78;19;67;1;11
2015;11.79;45;75;7;2
2016;11.07;15;88;2;16
2017;11.11;35;86;5;25
2018;12.12;33;109;2;18
2019;12.02;34;87;5;7
2020;11.5;24;75;1;3
2021;10.67;22;82;2;14
2022;11.6;30;85;1;7
2023;null;0;0;0;0
