year;averageTemperature;heatDays;summerDays;tropicalNights;iceDays
1959;5.69;0;9;0;46
1960;4.92;0;7;0;45
1961;6.02;0;23;0;42
1962;4.28;0;22;0;71
1963;4.51;0;8;0;66
1964;5.69;0;19;0;39
1965;4.3;0;11;0;72
1966;5.02;0;7;0;59
1967;5.17;0;13;0;42
1968;4.88;0;9;0;51
1969;5.05;0;13;0;66
1970;4.76;0;11;0;59
1971;5.6;0;12;0;35
1972;5.35;0;10;0;36
1973;5.35;0;19;0;43
1974;5.41;0;9;0;21
1975;5.6;0;12;0;21
1976;5.25;0;13;0;40
1977;5.63;0;5;0;36
1978;5.07;0;5;0;52
1979;5.16;0;6;0;46
1980;4.77;0;15;0;50
1981;5.16;0;13;0;75
1982;6.08;0;12;0;29
1983;5.95;4;17;0;44
1984;4.88;0;13;0;59
1985;5.47;0;15;0;57
1986;5.66;0;20;0;58
1987;5.51;0;23;0;49
1988;6.01;0;24;0;40
1989;6.23;0;8;0;13
1990;6.1;0;17;0;40
1991;5.94;0;29;0;46
1992;6.35;0;29;0;35
1993;6.3;0;17;0;37
1994;7.32;2;42;0;24
1995;5.72;0;26;0;37
1996;5.88;0;13;0;37
1997;6.87;0;13;0;18
1998;6.36;1;21;0;34
1999;6.22;0;13;0;45
2000;6.83;0;26;0;25
2001;null;null;null;null;null
2002;null;null;null;null;null
2003;6.7;3;45;0;43
2004;5.89;0;11;0;58
2005;5.25;0;25;0;82
2006;6.11;0;32;0;60
2007;6.38;0;17;0;35
2008;5.82;0;12;0;44
2009;5.89;0;21;0;60
2010;5.15;3;24;0;72
2011;6.72;0;18;0;31
2012;5.9;2;21;0;59
2013;5.78;1;24;0;52
2014;7.01;0;10;0;19
2015;6.86;3;41;0;33
2016;6.42;1;18;0;29
2017;6.3;2;30;0;46
2018;7.02;1;36;0;45
2019;6.32;6;26;0;34
2020;6.63;0;23;0;33
2021;5.52;0;14;0;54
2022;null;3;33;0;23
