year;averageTemperature;heatDays;summerDays;tropicalNights;iceDays
1991;7.51;3;32;0;42
1992;8.6;15;44;0;22
1993;8.34;4;43;0;31
1994;9.57;20;55;0;16
1995;7.9;6;33;0;37
1996;7.41;3;31;0;38
1997;8.77;2;45;0;15
1998;8.65;7;52;0;39
1999;8.6;5;46;0;33
2000;9.4;8;64;0;22
2001;8.72;8;43;0;32
2002;9.52;7;44;0;23
2003;9.32;28;78;0;35
2004;8.55;4;44;0;24
2005;8.16;10;44;0;54
2006;8.79;15;54;0;35
2007;9.57;6;51;0;22
2008;9.4;10;53;0;10
2009;9.26;9;42;0;31
2010;8.2;13;43;0;57
2011;9.55;8;53;0;22
2012;9.07;13;56;0;29
2013;8.77;15;45;0;30
2014;10.24;7;34;0;3
2015;10;27;57;0;9
2016;9.68;7;58;0;6
2017;9.44;14;59;0;29
2018;10.47;11;74;0;20
2019;10.09;18;64;0;17
2020;9.97;6;51;0;3
2021;9.09;8;50;0;21
2022;null;13;48;0;5
