year,month,averageTemperature,totalPrecipitation,averageSnowCover
1947,1,-4.655,27.4,108.0
1947,2,-3.039,16.5,211.0
1947,3,5.19,67.9,33.0
1947,4,10.623,25.2,0.0
1947,5,14.055,90.1,0.0
1947,6,17.007,93.4,0.0
1947,7,18.987,47.7,0.0
1947,8,18.758,27.1,0.0
1947,9,15.61,36.1,0.0
1947,10,7.616,22.8,0.0
1947,11,5.693,82.3,7.0
1947,12,1.197,128.9,117.0
1948,1,4.094,88.3,3.0
1948,2,0.662,34.0,43.0
1948,3,6.255,25.3,0.0
1948,4,9.563,68.3,0.0
1948,5,13.532,34.7,0.0
1948,6,14.993,134.5,0.0
1948,7,15.168,147.0,0.0
1948,8,16.452,93.7,0.0
1948,9,13.073,41.9,0.0
1948,10,8.652,21.9,0.0
1948,11,3.877,29.7,0.0
1948,12,-0.21,27.3,44.0
1949,1,0.597,30.6,20.0
1949,2,0.6,14.9,26.0
1949,3,1.752,39.8,93.0
1949,4,10.867,91.2,1.0
1949,5,11.41,108.9,0.0
1949,6,14.72,41.4,0.0
1949,7,18.387,35.8,0.0
1949,8,18.045,40.9,0.0
1949,9,16.643,37.6,0.0
1949,10,11.048,9.3,0.0
1949,11,3.297,51.8,0.0
1949,12,3.152,62.0,27.0
1950,1,-0.997,22.6,17.0
1950,2,3.454,62.2,31.0
1950,3,4.61,13.9,38.0
1950,4,6.773,85.5,0.0
1950,5,14.216,114.2,0.0
1950,6,18.16,61.3,0.0
1950,7,19.665,68.5,0.0
1950,8,17.061,191.8,0.0
1950,9,13.07,97.6,0.0
1950,10,7.61,24.7,4.0
1950,11,4.677,114.5,1.0
1950,12,-2.181,25.6,60.0
1951,1,2.561,40.1,21.0
1951,2,2.411,50.8,13.0
1951,3,3.413,45.7,6.0
1951,4,7.87,34.6,0.0
1951,5,11.697,71.5,0.0
1951,6,15.273,147.2,0.0
1951,7,17.716,72.5,0.0
1951,8,16.813,110.7,0.0
1951,9,14.45,48.0,0.0
1951,10,7.161,53.7,0.0
1951,11,6.237,57.4,2.0
1951,12,1.774,46.4,35.0
1952,1,-0.532,64.3,176.0
1952,2,-1.266,51.5,394.0
1952,3,4.877,98.5,0.0
1952,4,9.913,71.8,42.0
1952,5,12.61,49.4,0.0
1952,6,16.183,81.0,0.0
1952,7,19.006,32.4,0.0
1952,8,18.623,42.2,0.0
1952,9,10.633,75.9,0.0
1952,10,7.774,88.6,0.0
1952,11,1.797,130.2,53.0
1952,12,-0.813,71.3,120.0
1953,1,-2.023,25.0,105.0
1953,2,-0.443,70.4,562.0
1953,3,5.132,9.0,2.0
1953,4,9.583,47.4,1.0
1953,5,13.429,56.5,0.0
1953,6,14.237,203.6,0.0
1953,7,17.113,108.4,0.0
1953,8,16.681,36.1,0.0
1953,9,13.707,49.5,0.0
1953,10,9.513,35.7,0.0
1953,11,3.137,5.0,0.0
1953,12,1.926,26.1,17.0
1954,1,-3.316,47.6,215.0
1954,2,-2.329,24.4,29.0
1954,3,5.274,9.7,0.0
1954,4,5.46,72.0,13.0
1954,5,10.874,72.2,0.0
1954,6,15.137,94.0,0.0
1954,7,14.584,98.7,0.0
1954,8,15.265,129.4,0.0
1954,9,13.647,144.6,0.0
1954,10,8.971,55.7,0.0
1954,11,4.86,29.6,1.0
1954,12,2.81,75.1,5.0
1955,1,-0.397,115.6,13.0
1955,2,-0.179,48.7,85.0
1955,3,1.529,29.2,12.0
1955,4,7.28,23.5,0.0
1955,5,10.794,82.3,0.0
1955,6,15.0,99.8,0.0
1955,7,16.613,148.2,0.0
1955,8,15.539,53.9,0.0
1955,9,12.84,55.4,0.0
1955,10,7.223,33.0,0.0
1955,11,2.423,20.1,16.0
1955,12,3.79,44.8,20.0
1956,1,1.51,51.9,12.0
1956,2,-10.4,31.9,381.0
1956,3,3.755,28.0,9.0
1956,4,6.023,79.0,12.0
1956,5,12.39,102.8,0.0
1956,6,13.093,78.9,0.0
1956,7,16.616,155.6,0.0
1956,8,14.397,132.8,0.0
1956,9,14.107,24.6,0.0
1956,10,7.294,82.7,14.0
1956,11,1.813,47.8,6.0
1956,12,1.384,18.6,20.0
1957,1,-1.194,26.6,243.0
1957,2,4.668,69.7,6.0
1957,3,7.687,30.5,0.0
1957,4,7.957,45.7,2.0
1957,5,9.316,60.2,6.0
1957,6,16.213,119.6,0.0
1957,7,17.113,149.7,0.0
1957,8,15.11,74.1,0.0
1957,9,12.57,88.9,0.0
1957,10,8.352,24.2,0.0
1957,11,3.98,26.5,0.0
1957,12,0.223,29.6,3.0
1958,1,0.006,94.4,275.0
1958,2,3.146,132.3,165.0
1958,3,0.235,29.8,20.0
1958,4,5.09,86.2,36.0
1958,5,14.126,66.8,0.0
1958,6,14.793,68.2,0.0
1958,7,17.284,89.7,0.0
1958,8,17.448,49.0,0.0
1958,9,14.67,63.7,0.0
1958,10,8.171,68.4,0.0
1958,11,3.373,42.1,0.0
1958,12,2.387,71.5,33.0
1959,1,0.019,99.8,340.0
1959,2,0.871,4.4,6.0
1959,3,6.739,63.3,0.0
1959,4,9.423,32.4,0.0
1959,5,12.332,72.3,0.0
