year;averageTemperature;heatDays;summerDays;tropicalNights;iceDays
1988;6.6;1;20;0;25
1989;6.92;0;9;0;12
1990;6.87;0;20;0;33
1991;5.98;1;17;0;33
1992;6.94;3;31;0;23
1993;6.57;1;19;0;38
1994;8.04;3;38;0;21
1995;6.35;1;21;0;30
1996;5.83;0;14;0;42
1997;7.07;0;13;0;11
1998;7.07;6;31;0;33
1999;6.72;2;21;0;39
2000;7.6;1;28;0;24
2001;6.63;2;22;0;37
2002;7.09;2;17;0;20
2003;6.9;3;44;0;37
2004;6.67;0;27;0;38
2005;6.09;3;28;0;65
2006;6.73;3;40;0;48
2007;7.34;4;22;0;24
2008;7.39;0;30;0;14
2009;7.18;2;26;0;33
2010;6.24;2;31;0;51
2011;7.65;6;33;0;19
2012;7.14;4;34;0;38
2013;6.96;11;33;0;33
2014;8.55;4;21;0;4
2015;8;10;50;0;21
2016;7.86;3;29;0;9
2017;7.45;1;37;0;27
2018;8.55;2;38;0;23
2019;8.19;9;37;0;15
2020;8.06;3;29;0;6
2021;7.13;1;27;0;33
2022;8.55;7;42;0;16
2023;null;0;0;0;5
