endDate;heatDays;summerDays;tropicalNights;iceDays
1988-08-30;1;20;0;13
1989-08-30;0;8;0;1
1990-08-30;0;19;0;11
1991-08-30;1;17;0;16
1992-08-30;3;31;0;16
1993-08-30;1;17;0;19
1994-08-30;3;36;0;13
1995-08-30;1;21;0;18
1996-08-30;0;14;0;28
1997-08-30;0;10;0;7
1998-08-30;6;30;0;13
1999-08-30;2;18;0;17
2000-08-30;1;28;0;23
2001-08-30;2;22;0;13
2002-08-30;2;17;0;17
2003-08-30;3;41;0;27
2004-08-30;0;27;0;25
2005-08-30;3;23;0;35
2006-08-30;3;36;0;42
2007-08-30;4;22;0;6
2008-08-30;0;26;0;5
2009-08-30;2;25;0;22
2010-08-30;2;31;0;31
2011-08-30;6;29;0;14
2012-08-30;4;33;0;24
2013-08-30;11;31;0;28
2014-08-30;4;21;0;0
2015-08-30;9;45;0;18
2016-08-30;3;26;0;8
2017-08-30;1;36;0;17
2018-08-30;2;36;0;18
2019-08-30;9;35;0;13
2020-08-30;3;26;0;1
2021-08-30;1;27;0;25
2022-08-30;7;40;0;9
2023-08-30;6;36;0;11
