region;year;bruttoinlandsverbrauch_TWh;umwandlungseinsatz;umwandlungseinsatz_raffinerie;umwandlungseinsatz_kraftwerke;umwandlungseinsatz_kraftwerke_evu;umwandlungseinsatz_kraftwerke_uea;umwandlungseinsatz_kwk_anlagen;umwandlungseinsatz_kwk_anlagen_evu;umwandlungseinsatz_kwk_anlagen_uea;umwandlungseinsatz_heizwerke;umwandlungseinsatz_heizwerke_evu;umwandlungseinsatz_heizwerke_uea;umwandlungsausstoss;verbrauchDesSektorsEnergie;transportverluste;nichtenergetischerVerbrauch;energetischerEndverbrauch;energeEndverbrauch_industrie_EisenStahlerzeugung;energeEndverbrauch_industrie_chemiePetrochemie;energeEndverbrauch_industrie_nichtEisenMetalle;energeEndverbrauch_industrie_steineErdenGlas;energeEndverbrauch_industrie_fahrzeugbau;energeEndverbrauch_industrie_maschinenbau;energeEndverbrauch_industrie_bergbau;energeEndverbrauch_industrie_hrungsGenussmittelTabak;energeEndverbrauch_industrie_papierDruck;energeEndverbrauch_industrie_holzverarbeitung;energeEndverbrauch_industrie_bau;energeEndverbrauch_industrie_textilLeder;energeEndverbrauch_industrie_sonstProduzierenderBereich;energeEndverbrauch_verkehr_eisenbahn;energeEndverbrauch_verkehr_sonstigerLandverkehr;energeEndverbrauch_verkehr_transportInRohrfernleitungen;energeEndverbrauch_verkehr_binnenschiffahrt;energeEndverbrauch_verkehr_flugverkehr;energeEndverbrauch_oeffentUndPrivDienstleistungen;energeEndverbrauch_privateHaushalte;energeEndverbrauch_landwirtschaft;energeEndverbrauch_industrie_summe;energeEndverbrauch_verkehr_summe;energeEndverbrauch_summe_aus_Landwirtschaft_privateHaushalte_oeffentUndPrivDienstleistungen;verbrauchDesSektorsEnergie_gewinnungErdoelErdgas;verbrauchDesSektorsEnergie_kohlenbergbau;verbrauchDesSektorsEnergie_mineraloelverarbeitung;verbrauchDesSektorsEnergie_kokerei;verbrauchDesSektorsEnergie_hochofen;verbrauchDesSektorsEnergie_energieversorgung
oberoesterreich;2012;22.5675277777778;0.100787083333333;0;0.0264665638888889;0.00373424722222222;0.0227323166666667;0.0022308525;8.102475e-05;0.00214982777777778;0.0720896666666667;0.0720896666666667;0;0.681588333333333;1.79255361111111;0;1.77886138888889;19.5769138888889;0.0830061666666667;0.0348615833333333;0.00717557222222222;0.0770871666666667;0.0189408611111111;0.250204583333333;0.0189029027777778;0.165143666666667;0.0112238666666667;0.0262046027777778;0.950217777777778;0.0264546777777778;0.0425135833333333;0.0707661388888889;14.4649666666667;0;0.177229111111111;0.344099722222222;0.242350777777778;2.009815;0.555747777777778;1.71193722222222;15.0570611111111;2.80791388888889;0;0;0;0;1.79255361111111;0
oberoesterreich;2013;23.2673361111111;0.0841432222222222;0;0.0146837055555556;0.00421351944444444;0.0104701861111111;0.001925455;0.000124978194444444;0.00180047694444444;0.0675340555555556;0.0675340555555556;0;0.533984444444444;2.09108277777778;0;1.6616325;19.9644611111111;0.0889267222222222;0.0362416666666667;0.00796312222222222;0.0485296388888889;0.00901075277777778;0.0547001666666667;0.01732175;0.0448274166666667;0.0132397611111111;0.0132478388888889;0.652968888888889;0.00733691111111111;0.0156378777777778;0.060535;15.4465111111111;0;0.188939583333333;0.319236944444444;0.223081527777778;2.15072777777778;0.565477777777778;1.0099525;16.0152222222222;2.93928611111111;0;0;0;0;2.09108277777778;0
oberoesterreich;2014;22.7984361111111;0.0354031388888889;0;0.0130341777777778;0.00582944722222222;0.00720472777777778;0.00616205;0.000242905222222222;0.00591914444444444;0.0162084805555556;0.0162084805555556;0;0.609298888888889;1.98285138888889;0;1.94562027777778;19.4438583333333;0.0901968055555556;0.0293009722222222;0.00907856111111111;0.0472189166666667;0.00878115555555556;0.048675;0.0141989611111111;0.0477415;0.0148189694444444;0.0174268833333333;0.606658055555556;0.00833569444444444;0.0201465805555556;0.0657227777777778;15.2147416666667;0;0.192290972222222;0.323146666666667;0.228079083333333;1.89571944444444;0.561581944444444;0.962578055555556;15.7959;2.68538055555556;0;0;0;0;1.98285138888889;0
oberoesterreich;2015;21.258268935;0.030235445;0;0.00968148666666667;0.00928767444444444;0.000393812222222222;0.00296928444444444;0.000449569444444444;0.00251971527777778;0.0175855072222222;0.0175855072222222;0;0.672379885277778;0.280988475;0;1.50589516222222;20.1135294536111;0.0883252133333333;0.0355255663888889;0.00666039388888889;0.0881590411111111;0.0141625275;0.0717812169444444;0.0123840036111111;0.0616016247222222;0.00909904666666667;0.0191604175;0.637726408888889;0.0074436175;0.0182549680555556;0.0500349097222222;15.5886599341667;0;0.178468836111111;0.2953117;0.249289510277778;2.12335558916667;0.558124928333333;1.07028404611111;16.11247538;2.9307700275;0;0;0;0;0.280988475;0
oberoesterreich;2016;21.6376533366667;0.0409920783333333;0;0.0202788183333333;0.0118646755555556;0.0084141425;0.0032710875;0.000507521111111111;0.00276356638888889;0.0174421725;0.0174421725;0;0.578855790833333;0.155458282777778;0;1.50836129638889;20.51169747;0.0910446041666667;0.0304073319444444;0.00397647972222222;0.0698891461111111;0.0157552891666667;0.0718335955555556;0.0121338133333333;0.0571453830555556;0.0130385563888889;0.0162985530555556;0.53041027;0.00679387722222222;0.0212240480555556;0.0502880791666667;16.0803202563889;0;0.188925998888889;0.282753820833333;0.23296837;2.17296452583333;0.563525470555556;0.939950948055556;16.6022881555556;2.96945836638889;0;0;0;0;0.155458282777778;0
oberoesterreich;2017;21.9952472222222;0.0294773888888889;0;0.00899798055555556;3.34268888888889e-05;0.00896455277777778;0.00312858888888889;0.000121618722222222;0.00300696944444444;0.017350825;0.017350825;0;0.575303055555555;0.0169891666666667;0;1.43650638888889;21.0875777777778;0.0812149444444445;0.0217274972222222;0.00329905277777778;0.049532;0.0137698166666667;0.0718009166666667;0.0128014027777778;0.0452899722222222;0.0102694694444444;0.0142846277777778;0.572761388888889;0.00353966388888889;0.018416125;0.054797;16.4473333333333;0;0.196953444444444;0.262483277777778;0.334044166666667;2.32424722222222;0.549011666666667;0.918706944444444;16.9615666666667;3.20730277777778;0;0;0;0;0.0169891666666667;0
oberoesterreich;2018;22.1493861111111;0.0318215833333333;0;0.0120848027777778;8.86751388888889e-06;0.0120759333333333;0.00356020833333333;9.10084722222222e-05;0.0034692;0.0161765722222222;0.0161765722222222;0;0.587173055555556;0.0158221138888889;0;1.50431916666667;21.1845944444444;0.0769037222222222;0.02324535;0.000550411388888889;0.04668075;0.0165918666666667;0.0715491666666667;0.00984208333333333;0.0358791944444444;0.00552562222222222;0.0137909972222222;0.574198055555555;0.00282259444444444;0.0151451388888889;0.0523540555555556;16.9489277777778;0;0.184330583333333;0.280030555555556;0.279086388888889;2.0032125;0.543926944444444;0.892724722222222;17.4656444444444;2.826225;0;0;0;0;0.0158221138888889;0
oberoesterreich;2019;22.1311794275;0.0137790577777778;0;0.00200477583333333;0;0.00200477583333333;0.00598085638888889;6.30258333333333e-05;0.00591783055555556;0.00579342583333333;0.00579342583333333;0;0.671312931666667;0.0889201527777778;0;1.48644315083333;21.2133499977778;0.076375145;0.0203709447222222;0.00308400527777778;0.0312532847222222;0.0135612413888889;0.0671912372222222;0.0124732041666667;0.0253960536111111;0.0186565922222222;0.0132310438888889;0.588181621944444;0.00244723944444444;0.0173237325;0.0523411661111111;17.0139380591667;0;0.207644228888889;0.286766996666667;0.286509221388889;1.94132525194444;0.5352797275;0.889545346111111;17.5606904508333;2.76311420083333;0;0;0;0;0.0889201527777778;0
oberoesterreich;2020;19.8907615538889;0.0966596319444444;0;0.015593515;0;0.015593515;0.0750650763888889;0;0.0750650763888889;0.00600104055555556;0.00600104055555556;0;0.591488429722222;0.156880055;0;1.29655078027778;18.9321595163889;0.0652469838888889;0.115147061388889;0.00475934972222222;0.0583492369444444;0.0127084411111111;0.0545999672222222;0.0113514302777778;0.0312022577777778;0.00142734972222222;0.00983104972222222;0.511648126666667;0.00163568083333333;0.0118210208333333;0.0459994594444444;14.8995133052778;0;0.103890925555556;0.0991652019444444;0.258127010833333;2.10475709833333;0.530978558333333;0.889727956388889;15.1485688922222;2.8938626675;0;0;0;0;0.156880055;0
oberoesterreich;2021;20.6689920875;0.0602796583333333;0;0.0495065736111111;0;0.0495065736111111;0.00870244694444444;0;0.00870244694444444;0.00207063777777778;0.00207063777777778;0;0.626518554444444;0.0195322019444444;0;1.36045066;19.8552481216667;0.0763724494444444;0.0359545455555556;0.00479237166666667;0.0188184619444444;0.0145320088888889;0.0581765966666667;0.00190594888888889;0.0354726241666667;0.00171864555555556;0.00789775777777778;0.501914235;0.00325367722222222;0.0148375197222222;0.0459192219444444;15.7827823827778;0;0.152753000277778;0.114248083611111;0.334127688611111;2.1034347525;0.546336149166667;0.7756468425;16.0957026886111;2.98389859055556;0;0;0;0;0.0195322019444444;0
oberoesterreich;2022;19.9191924322222;0.0395030227777778;0;0.0273764236111111;0;0.0273764236111111;0.0102678930555556;0;0.0102678930555556;0.00185870611111111;0.00185870611111111;0;0.590833117777778;0.0543874588888889;0;1.52272149305556;18.8934135755556;0.072811195;0.0495666233333333;0.00324448694444444;0.0135231283333333;0.0209431277777778;0.0523947802777778;0.00711480138888889;0.0504396772222222;0.0260489966666667;0.00782156583333333;0.668677916388889;0.00252781166666667;0.0102381669444444;0.04549139;15.0413171138889;0;0.162858602777778;0.161933212222222;0.288237031944444;1.66636650694444;0.541857439722222;0.985352277777778;15.4116003188889;2.49646097861111;0;0;0;0;0.0543874588888889;0
oberoesterreich;2023;18.9062622641667;0.0124907655555556;0;0.00439493583333333;7.78105555555556e-05;0.00431712527777778;0.00298132027777778;0;0.00298132027777778;0.00511450972222222;0.00511450972222222;0;0.663058541111111;0.114250814166667;0;1.33796723833333;18.1046119869444;0.0756119691666667;0.0308376825;0.00263300444444444;0.0135382722222222;0.0166544572222222;0.0505527194444444;0.00608739277777778;0.0634838941666667;0.0243675094444444;0.0068388325;0.696624098055555;0.00228501472222222;0.0108221083333333;0.0418271908333333;14.6103624625;0;0.1689646475;0.205862903055556;0.181437473888889;1.36730006861111;0.528520285555556;1.000336955;15.0270172036111;2.07725782833333;0;0;0;0;0.114250814166667;0
salzburg;1988;8.31812410055475;0.463611111111111;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;1.38138888888889;6.47312410055475;0.0177777777777778;0.0013037199080632;0.0408418610729003;0.171999013713473;0.00315361859147936;0.0239692664888898;0.006994906504725;0.0678221899912786;0.700904990129117;0.00556045249001333;0.0854227800962922;0.0109235105360804;0.0427892111762014;0.0536111111111111;2.78364128292478;0;0.00102841290862631;0.316268895775653;0.401662089492617;1.42694444444444;0.310504565421244;1.17946329847629;3.15454970272017;2.13911109935831;NA;NA;NA;NA;NA;NA
salzburg;1989;8.29189411527697;0.544166666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;1.40027777777778;6.34744967083253;0.0169444444444444;0.000764355847119128;0.0394536890611814;0.163693618851812;0.00315904890284094;0.0236963114026661;0.00681453262832106;0.0636592567995464;0.585369534474753;0.00588523469283383;0.0839851541074803;0.0117629601039609;0.034734616759555;0.0506585;2.90108321283731;0;0.000945202915114625;0.384362827694472;0.3334266545865;1.35777777777778;0.279272736944836;1.03992275807651;3.33704974344689;1.97047716930912;NA;NA;NA;NA;NA;NA
salzburg;1990;8.59011587523067;0.447222222222222;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;1.60361111111111;6.53928254189733;0.0147222222222222;0.000785200610538311;0.037232389739245;0.157340697663638;0.00315270225784694;0.0239793118952293;0.00610647232585386;0.0564418410145067;0.564279571738047;0.00594569186821983;0.0993931601444083;0.0117700875711629;0.0330691874532217;0.0541256666666667;2.98849309816386;0;0.000989093142815197;0.381540125205731;0.435089337677675;1.39111111111111;0.273715573425336;1.01421853650414;3.42514798317906;2.09991602221412;NA;NA;NA;NA;NA;NA
salzburg;1991;9.11295211459711;0.606666666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;1.5075;6.99878544793044;0.0136111111111111;0.000814489257386625;0.0361225753807044;0.150724568643429;0.00374445134320142;0.0259344294931743;0.00600513224897708;0.0625597055743572;0.59904750062485;0.00630860592163483;0.118359825508319;0.013727071596329;0.0380709260486233;0.0496526666666667;3.32371446890811;0;0.000929985853871708;0.428184939582094;0.419350448876594;1.45611111111111;0.245811434179906;1.0750303927521;3.80248206101072;2.12127299416761;NA;NA;NA;NA;NA;NA
salzburg;1992;9.09159981847228;0.516666666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;1.72138888888889;6.85354426291672;0.0105555555555556;0.000274517540663542;0.0330677097984064;0.149362569714375;0.00317216726937042;0.0223263370740939;0.00554312138941308;0.0570077433789614;0.526559063357878;0.00552042105514372;0.0848251463621344;0.0106761739036429;0.0311274066721983;0.0491666666666667;3.33629253310492;0;0.000931913479176797;0.462233265284414;0.442737568033044;1.38444444444444;0.237719938832228;0.940017933071836;3.84862437853517;2.06490195130972;NA;NA;NA;NA;NA;NA
salzburg;1993;9.03579162471683;0.671909233167206;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0.000179666666666667;0;1.09165919512174;7.27204352976122;0.0147222222222222;0.000856185088675872;0.0340902547937389;0.247086903812095;0.004273505083372;0.0304119114163069;0.00792225476545019;0.0743514865690847;0.732306131693083;0.00670725853436992;0.0945305483977397;0.0137405559242009;0.0401507344768603;0.0480404116439283;3.41872754271503;0;0.000957891824369236;0.491886318170842;0.4277586916824;1.37154794444444;0.211974776503021;1.3011499527772;3.95961216435417;2.01128141262987;NA;NA;NA;NA;NA;NA
salzburg;1994;8.67198147261025;0.913603246178339;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0.618745809027778;7.13963241740414;0.0147222222222222;0.000869168348307525;0.0418698851821089;0.208751973131521;0.00453786755847733;0.0312651871412989;0.00800019387331361;0.0682177025034728;0.712473227560969;0.00702265273671347;0.0990959750198167;0.0140222434712804;0.043549005172605;0.0485019401704567;3.43687604682725;0;0.0011173858645319;0.512997429281953;0.3801006348345;1.30595722222222;0.199684454281099;1.25439730392211;3.99949280214419;1.88574231133782;NA;NA;NA;NA;NA;NA
salzburg;1995;8.71286746290361;1.03467357132791;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0.491181476736111;7.18701241483958;0.0172222222222222;0.000888617989139222;0.0427925240912281;0.183908033544099;0.00396948330716839;0.0267841052784406;0.00783924062426122;0.0636879094720555;0.480223123204897;0.00846792353756236;0.0976579626100695;0.0106951739914092;0.0405753263841125;0.0452211923219108;3.50042397721119;0;0.00122157526846007;0.564664095948619;0.4285175301393;1.45222222222222;0.210030175471208;0.984711646256664;4.11153084075019;2.09076992783273;NA;NA;NA;NA;NA;NA
