year;averageTemperature;heatDays;summerDays;tropicalNights;iceDays
1939;5.34;0;1;0;58
1940;3.95;0;0;0;75
1941;4.21;0;0;0;65
1942;5.14;0;0;0;65
1943;null;null;null;null;null
1944;null;null;null;null;null
1945;null;null;null;null;null
1946;null;null;null;null;null
1947;null;null;null;null;null
1948;4.79;0;0;0;45
1949;4.72;0;0;0;58
1950;4.91;0;5;0;71
1951;6.25;0;5;0;56
1952;5.08;0;12;0;86
1953;null;null;null;null;null
1954;4.33;0;0;0;55
1955;4.74;0;1;0;52
1956;3.98;0;0;0;79
1957;5.68;0;6;1;35
1958;5.52;0;1;0;55
1959;5.75;0;0;0;43
1960;4.91;0;1;0;62
1961;null;null;null;null;null
1962;4.06;0;4;0;78
1963;4.5;0;0;0;75
1964;5.28;0;0;0;50
1965;4.32;0;4;0;82
1966;5.19;0;1;0;64
1967;5.51;0;1;0;45
1968;4.93;0;3;0;62
1969;4.62;0;0;0;87
1970;4.49;0;0;0;68
1971;4.97;0;1;0;59
1972;4.22;0;1;0;62
1973;4.42;0;2;0;71
1974;4.67;0;4;0;56
1975;5.33;0;2;0;45
1976;4.58;0;4;0;63
1977;5.01;0;0;0;67
1978;4.21;0;0;0;79
1979;4.43;0;0;0;72
1980;3.7;0;0;0;81
1981;4.78;0;3;0;83
1982;5.36;0;0;0;60
1983;5.84;1;10;2;56
1984;4.24;0;4;0;79
1985;4.72;0;0;0;77
1986;4.84;0;4;0;84
1987;4.76;0;0;0;73
1988;5.3;0;5;0;61
1989;6.18;0;0;0;24
1990;5.88;0;1;0;50
1991;4.66;0;1;0;73
1992;6.23;0;18;0;40
1993;5.39;0;0;0;66
1994;6.51;0;6;0;40
1995;5.33;0;3;0;64
1996;4.43;0;3;0;74
1997;6.06;0;0;0;44
1998;5.84;0;11;0;56
1999;5.89;0;1;0;66
2000;6.76;0;8;0;38
2001;5.94;0;6;0;60
2002;null;null;null;null;null
2003;5.97;1;23;0;57
2004;5.42;0;2;0;67
2005;4.94;0;7;0;82
2006;5.95;0;18;0;61
2007;6.35;0;9;0;32
2008;5.82;0;1;0;52
2009;5.63;0;2;0;66
2010;4.55;0;11;0;87
2011;6.57;0;6;0;45
2012;5.94;0;12;0;60
2013;5.67;2;16;0;62
2014;6.71;0;4;0;23
2015;6.92;0;11;0;32
2016;6.27;0;3;0;40
2017;6.26;0;7;0;44
2018;6.52;0;4;0;65
2019;6.63;0;10;0;32
2020;6.7;0;4;0;31
2021;5.61;0;4;0;59
2022;6.99;0;8;0;33
2023;null;0;0;0;16
