year;averageTemperature;heatDays;summerDays;tropicalNights;iceDays
1878;8.18;0;7;0;47
1879;null;null;null;null;null
1880;8.72;3;32;0;26
1881;8.4;8;41;0;23
1882;8.73;1;27;0;6
1883;7.93;1;32;0;22
1884;8.58;3;37;1;33
1885;8.76;3;63;0;50
1886;8.9;2;34;0;40
1887;7.93;3;37;2;46
1888;8.12;3;20;0;27
1889;null;null;null;null;null
1890;null;null;null;null;null
1891;null;null;null;null;null
1892;null;null;null;null;null
1893;null;null;null;null;null
1894;8.36;4;41;0;35
1895;8.18;4;49;0;56
1896;8.1;1;31;0;26
1897;8.76;8;45;0;24
1898;9.69;3;42;0;11
1899;8.72;1;42;0;25
1900;9.59;9;40;0;12
1901;8.47;2;36;0;31
1902;8.7;6;39;0;14
1903;null;null;null;null;null
1904;null;null;null;null;null
1905;8.52;7;43;0;19
1906;8.68;14;54;0;36
1907;null;null;null;null;null
1908;8.27;15;63;0;27
1909;8.32;4;47;0;44
1910;9.02;7;47;0;10
1911;9.29;20;81;0;31
1912;8.44;6;40;0;22
1913;8.91;7;39;0;17
1914;8.76;5;49;0;36
1915;9.1;9;59;0;21
1916;9.52;5;43;0;2
1917;8.4;17;77;0;40
1918;9.2;9;44;0;15
1919;7.95;7;50;0;36
1920;9.8;10;51;0;15
1921;10.09;25;80;0;10
1922;8.42;17;64;0;29
1923;9.62;24;62;0;24
1924;8.79;16;60;0;26
1925;8.95;9;55;0;23
1926;9.73;5;51;0;17
1927;9.36;12;68;0;22
1928;9.67;25;71;0;24
1929;8.43;11;69;0;51
1930;9.88;13;65;0;12
1931;8.2;14;55;0;34
1932;9.39;16;68;0;12
1933;8.3;8;43;0;39
1934;9.87;9;57;0;20
1935;8.84;22;63;0;41
1936;9.31;9;50;0;16
1937;9.39;14;60;0;20
1938;8.93;22;49;0;25
1939;9.21;12;62;0;27
1940;7.58;4;45;0;57
1941;8.7;12;49;0;28
1942;9.23;12;72;0;48
1943;10.01;17;62;0;9
1944;8.67;19;56;0;37
1945;9.01;15;66;0;37
1946;9.88;15;65;0;26
1947;10.06;35;92;0;38
1948;9.8;6;44;0;20
1949;9.76;12;60;0;19
1950;9.54;20;68;0;29
1951;9.82;14;60;0;8
1952;8.63;15;60;0;46
1953;9.4;11;48;0;38
1954;8.26;2;38;0;34
1955;8.55;1;35;0;21
1956;7.58;5;45;0;45
1957;9.41;12;39;0;14
1958;9.02;7;68;0;29
1959;9.77;4;55;0;17
1960;9.33;6;41;0;25
1961;10.04;15;62;0;20
1962;8.21;14;55;0;36
1963;8.55;11;57;0;45
1964;9.18;13;59;0;30
1965;8.72;13;35;0;17
1966;9.31;6;41;0;28
1967;9.35;10;46;0;24
1968;9.05;8;36;0;25
1969;9.04;8;56;0;41
1970;8.72;7;48;0;23
1971;9.14;11;55;0;24
1972;9.38;10;38;0;6
1973;9.15;4;53;0;14
1974;10;6;54;0;2
1975;9.78;4;51;0;11
1976;9.76;12;55;0;15
1977;10.05;3;38;0;10
1978;8.94;1;40;0;20
1979;9.51;4;56;0;11
1980;8.71;7;40;0;25
1981;9.24;11;50;0;27
1982;10.28;11;67;0;10
1983;10.13;16;66;0;13
1984;9.36;9;40;1;17
1985;9.21;10;61;0;29
1986;9.75;8;61;0;24
1987;9.39;8;53;0;22
1988;10.36;10;55;0;6
1989;10.28;5;49;0;5
1990;10.48;15;65;0;13
1991;9.73;11;65;0;10
1992;10.56;23;73;2;12
1993;10.33;10;61;1;18
1994;11.57;31;75;1;7
1995;10.08;14;49;0;18
1996;9.65;11;48;0;13
1997;10.6;4;61;0;4
1998;10.44;19;58;1;14
1999;10.33;8;56;0;17
2000;11.09;17;69;0;7
2001;10.38;20;60;1;15
2002;11.34;19;69;1;6
2003;11.13;45;100;0;21
2004;10.36;18;65;0;10
2005;9.9;24;65;0;24
2006;10.49;33;72;0;17
2007;11.26;18;86;0;10
2008;10.87;20;73;1;3
2009;10.92;23;73;0;16
2010;10.25;26;59;3;21
2011;11.52;23;93;0;8
2012;10.85;24;77;2;21
2013;10.84;31;78;1;11
2014;12.11;16;58;0;4
2015;11.78;46;78;3;4
2016;11.47;19;76;0;3
2017;11.11;31;77;2;12
2018;12.22;36;103;0;8
2019;11.87;34;81;3;5
2020;11.69;23;77;0;0
2021;10.88;19;69;0;8
2022;null;31;84;1;0
