year,averageTemperature,totalPrecipitation,heatDays,summerDays,tropicalNights,frostDays,iceDays,snowCoverDays
1947,8.125,642.1,27,60,0,113,53,71
1948,8.248,707.0,3,30,0,112,25,42
1949,8.359,595.1,6,42,0,108,18,35
1950,7.714,733.2,8,42,0,121,34,47
1951,7.966,580.0,6,42,0,127,11,49
1952,7.19,806.5,14,43,0,129,39,83
1953,7.925,454.0,3,44,0,131,36,65
1954,6.752,841.9,2,21,0,122,39,31
1955,6.439,754.1,0,19,0,146,43,62
1956,5.844,753.6,0,20,0,132,52,68
1957,7.546,716.8,8,27,0,113,22,54
1958,7.448,713.5,2,27,0,116,25,50
1959,7.961,519.1,4,38,0,132,20,39
1960,7.606,702.3,2,20,0,110,32,68
1961,8.156,680.7,3,32,0,96,29,57
1962,6.353,504.0,3,27,0,129,46,86
1963,6.583,615.9,4,26,0,116,72,86
1964,7.296,472.8,13,44,0,110,52,45
1965,6.731,863.6,2,16,0,132,41,78
1966,8.002,882.7,1,22,0,97,23,51
1967,8.015,733.9,7,29,0,102,28,63
1968,7.234,767.9,1,27,0,125,49,67
1969,7.153,550.6,8,37,0,127,55,105
1970,6.947,953.8,1,29,0,128,51,97
1971,7.564,564.7,14,38,0,117,30,62
1972,7.066,594.8,8,26,0,123,35,35
1973,7.285,579.4,3,36,0,145,38,88
1974,8.064,789.4,4,16,0,85,5,32
1975,8.064,617.6,1,37,0,105,14,38
1976,7.791,485.8,10,41,0,112,38,50
1977,7.88,699.3,0,18,0,90,23,56
1978,6.894,747.8,0,13,0,128,38,87
1979,7.292,699.6,1,27,0,109,26,79
1980,6.747,739.1,2,17,0,112,41,66
1981,7.507,882.0,1,28,0,121,47,105
1982,8.235,544.2,4,45,0,108,32,52
1983,8.352,627.9,12,56,0,108,38,71
1984,7.136,699.7,3,13,0,127,28,74
1985,6.848,634.3,2,26,0,129,48,85
1986,7.417,759.3,1,38,0,109,48,67
1987,6.828,777.0,2,23,0,114,52,79
1988,8.313,776.7,3,29,0,97,16,68
1989,8.543,692.3,2,28,0,97,25,31
1990,8.559,596.5,8,37,0,88,28,53
1991,7.66,578.7,4,29,0,108,31,49
1992,8.63,712.0,10,41,0,102,20,31
1993,7.98,708.3,1,31,0,106,38,61
1994,9.367,675.2,18,48,0,78,18,28
1995,8.133,791.5,5,45,0,107,36,49
1996,6.58,603.1,2,27,0,130,55,72
1997,8.076,578.8,1,37,0,110,27,50
1998,8.407,915.0,8,36,0,98,37,58
1999,8.534,654.6,3,37,0,99,29,60
2000,9.177,700.3,8,39,0,79,14,29
2001,8.245,842.2,8,36,0,104,29,52
2002,8.77,993.9,5,31,0,85,28,27
2003,8.846,538.0,23,76,0,124,29,47
2004,8.075,757.5,2,32,0,118,32,63
2005,8.183,580.4,8,44,0,114,37,83
2006,8.729,722.5,12,42,0,104,29,71
2007,9.304,864.3,5,39,0,79,16,21
2008,8.982,711.0,7,40,0,100,12,25
2009,8.655,796.1,1,39,0,95,39,43
2010,7.405,769.5,11,33,0,124,68,96
2011,9.058,706.9,5,40,0,100,24,37
2012,8.786,637.4,10,51,0,100,30,35
2013,8.252,771.2,15,38,0,108,37,53
2014,9.992,609.4,7,40,0,62,10,15
2015,9.819,596.0,26,52,0,88,7,19
2016,9.071,669.0,9,49,0,89,17,17
2017,9.112,727.5,8,55,0,91,24,43
2018,10.236,537.7,23,83,0,92,18,19
2019,9.761,630.1,16,61,0,85,12,25
2020,9.564,633.8,10,44,0,96,8,4
2021,8.321,824.0,3,36,0,121,20,45
2022,10.004,726.7,16,61,0,91,14,17
2023,10.147,832.3,15,59,0,76,15,25
2024,3.373,152.7,0,0,0,27,10,7
