DateTime;Jahresproduktion
2015-01-01;6808
2016-01-01;6815
2017-01-01;7080
2018-01-01;7396
2019-01-01;7752
2020-01-01;7987
2021-01-01;8400
2022-01-01;8332
2023-01-01;8537
