DateTime;Jahresproduktion
2015-01-01;37.620
2016-01-01;41.297
2017-01-01;45.283
2018-01-01;50.174
2019-01-01;52.328
2020-01-01;53.187
2021-01-01;54.326
2022-01-01;55.958
2023-01-01;58.077
2024-01-01;60.9
