year,averageTemperature,totalPrecipitation,heatDays,summerDays,tropicalNights,frostDays,iceDays,snowCoverDays
1947,7.74,377.2,18,47,0,95,54,67
1948,8.511,563.9,0,19,0,74,16,34
1949,8.302,473.9,1,31,0,89,28,60
1950,8.164,641.2,0,25,0,87,26,45
1951,7.956,482.4,1,16,0,105,19,45
1952,7.653,634.8,7,22,0,88,39,66
1953,8.37,371.8,0,25,0,94,39,57
1954,6.559,765.4,0,10,0,101,40,63
1955,6.352,529.7,0,8,0,114,56,78
1956,5.678,576.0,0,5,0,111,52,75
1957,7.953,649.4,6,16,0,83,16,34
1958,7.326,740.5,0,15,0,101,42,81
1959,8.407,490.9,2,21,0,93,22,48
1960,7.417,590.3,0,7,0,89,31,61
1961,8.71,613.9,0,16,0,66,18,38
1962,6.865,502.0,1,10,0,95,31,68
1963,6.451,462.8,0,11,0,97,59,73
1964,7.335,366.4,8,32,0,96,47,52
1965,6.709,754.4,0,9,0,103,38,80
1966,8.204,756.8,1,12,0,66,26,37
1967,8.536,610.6,1,21,0,74,21,48
1968,7.7,686.8,0,12,0,93,29,74
1969,7.549,636.5,2,20,0,99,37,81
1970,6.786,857.5,0,14,0,107,51,99
1971,7.677,480.0,4,25,0,95,26,55
1972,7.126,556.1,0,18,0,93,28,36
1973,7.685,482.2,0,22,0,106,27,70
1974,7.808,659.3,2,8,0,76,13,42
1975,8.59,586.6,1,21,0,77,3,28
1976,7.994,447.0,3,26,0,90,30,52
1977,7.973,633.9,0,10,0,71,28,47
1978,7.038,680.6,0,9,0,94,35,69
1979,6.986,599.7,0,17,0,99,39,76
1980,6.95,684.8,1,7,0,92,26,58
1981,7.858,671.6,0,16,0,83,37,70
1982,8.16,585.5,1,29,0,91,28,42
1983,8.703,616.4,4,31,0,72,25,55
1984,6.932,798.8,2,10,0,98,34,84
1985,6.836,453.9,1,18,0,101,41,74
1986,7.124,801.7,0,21,0,83,43,72
1987,6.257,690.6,0,9,0,92,56,85
1988,8.538,623.5,0,18,0,76,20,62
1989,9.134,608.8,1,18,0,60,8,13
1990,9.109,585.9,3,23,0,59,9,25
1991,7.917,404.2,3,23,0,84,29,29
1992,8.917,598.9,5,31,0,83,15,45
1993,8.33,555.6,0,19,0,81,20,54
1994,9.226,668.1,12,36,0,72,16,36
1995,8.913,883.6,4,35,0,75,21,49
1996,6.705,627.8,2,18,0,101,53,93
1997,8.415,586.8,1,26,0,88,17,60
1998,9.096,779.1,5,22,0,57,14,34
1999,9.083,597.2,1,23,0,73,17,45
2000,9.528,605.2,2,22,0,62,18,43
2001,8.922,631.2,1,23,0,71,24,44
2002,9.177,678.5,3,22,0,53,20,32
2003,9.016,470.7,15,57,0,101,33,65
2004,8.546,612.7,0,20,0,74,31,52
2005,8.725,649.0,3,29,0,78,37,60
2006,8.741,546.1,5,38,0,87,50,86
2007,9.978,822.8,2,24,0,48,5,20
2008,9.37,623.3,1,24,0,69,8,25
2009,8.842,554.1,1,22,0,83,33,54
2010,7.719,609.6,7,24,0,84,47,70
2011,9.388,491.0,3,24,0,78,29,45
2012,8.889,484.8,4,28,0,71,25,42
2013,7.979,614.8,7,27,0,87,57,73
2014,10.137,470.9,5,21,0,60,10,16
2015,9.406,438.5,18,39,0,89,18,46
2016,9.584,674.7,3,25,0,64,14,37
2017,9.471,610.0,2,30,0,62,28,48
2018,10.524,403.2,8,53,0,66,25,33
2019,10.276,492.3,8,43,0,65,14,35
2020,10.263,701.7,7,26,0,61,1,8
2021,8.757,733.6,3,24,0,84,26,48
2022,10.607,438.6,9,50,0,78,7,28
2023,10.597,550.5,7,45,0,59,18,21
2024,11.09,661.9,4,43,0,41,12,17
