year;averageTemperature;heatDays;summerDays;tropicalNights;iceDays
1937;10.2;7;62;0;27
1938;9.97;15;52;1;25
1939;9.83;10;63;0;13
1940;7.56;0;31;0;70
1941;8.64;0;34;1;40
1942;8.81;8;65;0;52
1943;10.07;8;55;1;29
1944;9.79;6;50;0;23
1945;null;null;null;null;null
1946;null;null;null;null;null
1947;10.09;35;95;2;49
1948;10.3;8;63;2;31
1949;10.64;11;58;1;15
1950;10.53;21;83;4;32
1951;10.89;6;64;1;9
1952;9.92;25;75;1;27
1953;10.43;13;68;1;21
1954;9.3;6;56;0;42
1955;9;3;49;0;29
1956;8.44;3;51;0;51
1957;9.95;10;51;4;21
1958;9.89;11;53;0;16
1959;9.88;5;45;0;19
1960;9.8;3;41;0;22
1961;10.3;11;53;0;28
1962;8.89;13;56;0;31
1963;8.71;15;61;2;66
1964;9.12;10;60;0;43
1965;8.77;5;37;0;19
1966;10.34;5;44;1;23
1967;10.48;16;63;0;18
1968;9.9;12;49;0;30
1969;9.46;8;61;0;51
1970;9.61;12;54;0;32
1971;10.07;20;67;0;32
1972;9.86;14;44;2;26
1973;10.06;13;63;0;16
1974;10.77;11;51;1;4
1975;10.59;7;66;0;7
1976;10.07;8;48;1;22
1977;10.59;3;56;0;26
1978;9.59;2;44;1;25
1979;10.12;7;65;0;18
1980;9.05;5;32;2;30
1981;10.43;11;57;2;23
1982;10.24;6;72;1;29
1983;10.93;24;72;2;20
1984;9.68;8;40;0;19
1985;9.17;7;51;0;40
1986;9.82;15;68;1;41
1987;9.46;6;58;1;42
1988;10.58;18;55;1;9
1989;10.86;6;51;1;14
1990;10.96;18;59;0;20
1991;9.84;10;53;2;24
1992;11.33;28;75;5;10
1993;10.42;19;71;4;34
1994;11.8;33;77;6;14
1995;10.54;16;63;0;21
1996;9.27;6;50;1;50
1997;10.22;3;66;1;23
1998;11.05;24;67;5;26
1999;11.07;8;66;2;23
2000;11.98;25;75;2;20
2001;10.86;21;66;3;17
2002;11.61;17;79;3;25
2003;11.18;41;103;7;23
2004;10.63;9;54;0;27
2005;10.47;13;65;2;28
2006;11;27;63;8;29
2007;12.01;28;85;5;15
2008;11.77;10;75;1;8
2009;11.5;15;80;1;23
2010;10.23;18;56;4;38
2011;11.41;18;83;2;13
2012;11.72;38;94;5;18
2013;11.17;25;67;10;19
2014;12.28;15;64;2;7
2015;12.22;42;77;12;2
2016;11.75;17;83;4;13
2017;11.88;37;83;8;23
2018;12.67;34;108;11;15
2019;12.61;37;84;10;5
2020;12.02;22;78;1;6
2021;11.3;24;85;3;10
2022;null;25;67;7;1
