year,month,averageTemperature,totalPrecipitation,averageSnowCover
1951,1,2.735,65.0,88.0
1951,2,2.718,50.8,2.0
1951,3,3.187,82.7,9.0
1951,4,7.293,83.8,0.0
1951,5,11.926,49.4,0.0
1951,6,14.597,195.1,0.0
1951,7,17.452,54.0,0.0
1951,8,16.555,86.9,0.0
1951,9,14.827,67.4,0.0
1951,10,8.455,19.4,0.0
1951,11,6.617,125.2,0.0
1951,12,2.016,58.1,1.0
1952,1,-0.123,87.4,68.0
1952,2,-0.224,48.8,374.0
1952,3,5.284,116.4,3.0
1952,4,11.643,34.2,10.0
1952,5,13.423,46.7,0.0
1952,6,16.4,27.7,0.0
1952,7,19.681,17.7,0.0
1952,8,18.274,62.2,0.0
1952,9,10.277,128.3,0.0
1952,10,7.59,134.1,0.0
1952,11,2.237,180.8,5.0
1952,12,-0.0,132.3,17.0
1953,1,-1.184,17.9,11.0
1953,2,0.421,35.1,86.0
1953,3,7.481,4.3,0.0
1953,4,9.663,37.5,0.0
1953,5,14.287,31.6,0.0
1953,6,15.197,122.5,0.0
1953,7,16.6,131.5,0.0
1953,8,17.31,23.5,0.0
1953,9,14.283,50.6,0.0
1953,10,10.819,49.0,0.0
1953,11,4.773,17.6,0.0
1953,12,3.394,25.7,0.0
1954,1,-2.619,57.2,85.0
1954,2,-1.196,39.9,73.0
1954,3,6.045,31.9,1.0
1954,4,7.083,24.6,0.0
1954,5,12.177,43.5,0.0
1954,6,15.56,31.0,0.0
1954,7,14.69,68.0,0.0
1954,8,15.471,110.6,0.0
1954,9,13.22,144.4,0.0
1954,10,10.071,73.6,0.0
1954,11,5.237,55.5,0.0
1954,12,3.487,84.3,0.0
1955,1,-0.794,119.5,14.0
1955,2,-0.811,73.1,217.0
1955,3,1.706,33.8,86.0
1955,4,9.073,16.1,0.0
1955,5,10.929,83.8,0.0
1955,6,15.177,87.6,0.0
1955,7,17.503,74.1,0.0
1955,8,17.245,23.9,0.0
1955,9,14.03,75.1,0.0
1955,10,7.974,60.0,0.0
1955,11,4.46,24.4,0.0
1955,12,3.019,160.6,9.0
1956,1,1.026,86.6,9.0
1956,2,-8.417,19.6,220.0
1956,3,4.829,50.0,0.0
1956,4,6.72,104.4,3.0
1956,5,13.477,105.2,0.0
