year;averageTemperature;heatDays;summerDays;tropicalNights;iceDays
1949;7.23;1;30;0;29
1950;7.02;4;37;0;36
1951;6.87;1;24;0;13
1952;5.99;6;26;0;57
1953;6.83;0;25;0;41
1954;5.69;0;11;0;37
1955;6.09;0;10;0;27
1956;4.9;0;15;0;57
1957;6.91;5;20;0;23
1958;6.43;0;33;0;36
1959;7.24;0;14;0;21
1960;null;null;null;null;null
1961;7.47;0;32;0;27
1962;5.27;0;27;0;42
1963;5.55;0;19;0;48
1964;6.42;2;31;0;36
1965;5.68;3;14;0;38
1966;6.49;1;18;0;35
1967;6.66;1;23;0;32
1968;6.4;0;12;0;34
1969;6.2;0;25;0;55
1970;6.06;0;21;0;39
1971;6.16;1;22;0;47
1972;6.11;1;13;0;34
1973;5.76;0;19;0;48
1974;6.37;0;14;0;10
1975;6.4;0;19;0;28
1976;6.24;0;22;0;34
1977;6.76;1;7;0;29
1978;5.83;0;9;0;38
1979;6.32;0;9;0;34
1980;5.57;2;15;0;47
1981;6.09;0;21;0;45
1982;6.78;0;26;0;21
1983;6.65;6;31;0;33
1984;5.79;1;11;0;30
1985;5.91;0;20;0;51
1986;6.35;1;29;0;43
1987;6;0;31;0;51
1988;6.86;0;25;0;31
1989;6.82;0;11;0;29
1990;6.99;0;21;0;40
1991;6.02;1;22;0;48
1992;6.87;2;31;0;39
1993;6.54;0;21;0;36
1994;8.08;3;45;0;23
1995;6.47;1;26;0;40
1996;5.94;0;15;0;45
1997;7.14;0;20;0;27
1998;6.74;4;27;0;40
1999;6.72;1;19;0;44
2000;7.4;2;32;0;27
2001;7.13;2;37;0;35
2002;7.87;3;27;0;18
2003;7.65;15;70;0;39
2004;6.75;0;28;0;37
2005;6.33;3;33;0;68
2006;7.13;4;43;0;49
2007;7.62;3;27;0;25
2008;7.1;0;29;0;26
2009;7.15;2;30;0;39
2010;6.27;4;34;0;61
2011;7.95;5;27;0;23
2012;7.24;6;30;0;37
2013;6.69;8;30;0;38
2014;8.48;3;19;0;6
2015;7.91;10;49;0;30
2016;7.89;1;29;0;16
2017;7.5;5;44;0;40
2018;8.58;6;45;0;23
2019;8;9;38;0;19
2020;8.16;2;32;0;15
2021;6.88;0;25;0;41
2022;null;8;48;0;14
