year,averageTemperature,totalPrecipitation,heatDays,summerDays,tropicalNights,frostDays,iceDays,snowCoverDays
1955,10.471,447.2,1,26,0,48,3,22
1956,7.242,587.2,0,22,0,100,34,48
1957,9.184,560.4,9,33,1,84,13,25
1958,8.748,716.1,3,33,0,89,18,60
1959,9.831,446.3,4,49,0,100,12,28
1960,9.293,509.7,5,29,0,77,17,46
1961,10.153,459.4,7,42,0,61,13,39
1962,8.503,492.5,7,38,0,88,19,37
1963,8.037,512.9,7,39,0,89,46,69
1964,8.862,398.5,15,51,0,83,31,34
1965,8.308,668.6,3,22,0,89,17,59
1966,9.822,870.7,2,35,0,51,19,31
1967,9.875,551.9,11,39,0,58,14,19
1968,9.277,684.1,1,29,0,71,17,32
1969,9.193,528.8,10,46,0,81,25,55
1970,8.528,778.3,5,42,0,85,32,81
1971,9.006,481.3,17,48,0,82,25,46
1972,8.64,461.3,11,32,0,88,15,39
1973,9.235,565.4,8,46,0,88,14,46
1974,9.531,623.6,5,23,0,56,2,25
1975,10.078,632.9,4,47,0,59,0,19
1976,9.864,440.9,20,61,0,79,14,35
1977,9.706,616.6,3,32,0,58,8,39
1978,8.635,641.2,0,22,0,81,17,66
1979,8.817,571.5,6,44,0,82,21,70
1980,8.694,643.4,3,27,0,70,17,46
1981,9.418,790.9,3,35,0,74,22,67
1982,9.604,469.1,13,61,0,80,22,44
1983,10.476,576.2,20,70,0,67,12,45
1984,8.406,751.3,3,17,0,88,8,73
1985,8.01,533.3,3,28,0,92,33,58
1986,8.652,650.4,3,41,0,74,35,53
1987,7.915,622.1,1,33,0,89,35,70
1988,9.989,615.3,3,31,0,66,5,38
1989,10.23,438.1,4,34,0,51,11,2
1990,10.204,538.8,9,40,0,53,13,18
1991,9.105,348.5,7,38,0,83,19,20
1992,10.285,546.0,14,50,0,69,9,12
1993,9.57,519.0,5,39,0,76,21,40
1994,10.822,530.2,24,53,0,54,6,5
1995,10.275,787.4,12,51,0,58,13,25
1996,8.37,516.1,3,34,0,96,38,26
1997,9.633,483.9,5,49,0,72,20,41
1998,10.67,651.7,14,42,0,57,12,19
1999,10.349,584.3,4,39,0,65,17,27
2000,10.698,524.9,9,38,0,56,6,11
2001,10.628,637.6,13,45,0,53,7,11
2002,10.31,875.6,4,38,0,54,17,23
2003,10.428,450.4,31,82,0,95,21,33
2004,11.034,593.4,21,56,0,70,14,27
2005,9.801,615.4,11,46,0,75,20,51
2006,9.933,657.0,18,55,0,81,21,31
2007,11.173,668.5,9,49,0,51,2,10
2008,10.574,549.9,15,49,0,72,0,9
2009,10.04,511.5,5,50,0,74,21,30
2010,9.257,559.8,14,42,0,91,36,63
2011,10.473,680.0,8,56,0,85,16,22
2012,10.434,482.1,16,62,0,70,18,24
2013,9.856,617.8,22,48,0,79,25,38
2014,11.298,520.9,11,45,0,64,1,5
2015,10.85,418.5,31,59,0,79,7,21
2016,10.813,631.1,13,64,0,61,6,16
2017,10.598,524.3,17,64,0,72,20,37
2018,11.881,406.0,34,95,0,65,6,15
2019,11.492,506.8,26,70,0,71,8,17
2020,11.399,598.5,17,61,0,59,5,3
2021,10.093,643.4,9,60,0,91,11,35
2022,11.812,539.3,27,79,0,62,1,7
2023,11.909,546.3,23,82,0,61,3,8
2024,12.471,702.0,23,72,0,39,8,6
