year,averageTemperature,totalPrecipitation,heatDays,summerDays,tropicalNights,frostDays,iceDays,snowCoverDays
1947,8.28,616.0,21,57,0,126,61,84
1948,8.262,693.0,1,25,0,101,32,27
1949,8.527,455.6,5,41,0,113,27,30
1950,8.009,787.6,3,38,0,115,40,51
1951,8.06,616.0,3,32,0,122,23,56
1952,7.389,844.0,11,36,1,134,45,106
1953,8.465,476.6,3,40,0,109,46,67
1954,6.59,848.7,2,21,0,118,44,68
1955,8.734,547.9,1,26,0,82,12,28
1956,6.089,661.3,0,22,0,138,49,65
1957,7.852,623.7,9,33,1,118,28,43
1958,7.671,809.9,3,33,0,119,22,64
1959,8.47,557.1,4,49,0,135,19,40
1960,8.165,610.8,5,29,0,107,25,65
1961,8.522,561.0,7,42,0,101,26,58
1962,6.736,590.6,7,38,0,130,43,62
1963,6.854,592.1,7,39,0,123,66,84
1964,7.638,487.7,15,51,0,118,42,47
1965,7.227,859.2,3,22,0,124,25,79
1966,8.361,1047.5,2,35,0,95,23,50
1967,8.376,665.5,11,39,0,98,26,38
1968,7.679,758.1,1,29,0,116,38,52
1969,7.567,647.6,10,46,0,119,50,93
1970,7.429,901.0,5,42,0,118,44,92
1971,7.916,556.1,17,48,0,109,29,55
1972,7.253,526.5,11,32,0,126,27,47
1973,7.725,683.5,8,46,0,131,25,79
1974,8.521,788.4,5,23,0,72,2,32
1975,8.463,717.6,4,47,0,101,11,46
1976,8.358,520.3,20,61,0,110,28,61
1977,8.436,778.3,3,32,0,84,16,65
1978,7.362,739.3,0,22,0,114,28,85
1979,7.847,729.0,6,44,0,106,21,87
1980,7.327,720.5,3,27,0,113,31,74
1981,7.957,968.7,3,35,0,115,34,105
1982,8.456,599.0,13,61,0,105,23,57
1983,8.711,658.9,20,70,0,107,29,72
1984,7.288,803.7,3,17,0,122,15,75
1985,6.922,673.2,3,28,0,125,44,77
1986,7.526,758.3,3,41,0,111,44,61
1987,7.0,726.9,1,33,0,118,41,70
1988,8.654,772.5,3,31,0,91,9,44
1989,8.695,546.1,4,34,0,93,23,10
1990,8.745,650.8,9,40,0,89,24,28
1991,7.736,464.3,7,38,0,115,28,21
1992,8.953,653.2,14,50,0,88,19,12
1993,8.232,706.5,5,39,0,104,36,48
1994,9.792,653.2,24,53,0,73,10,6
1995,8.545,887.7,12,51,0,102,30,34
1996,7.005,596.9,3,34,0,129,51,41
1997,8.422,558.9,5,49,0,103,23,42
1998,8.922,774.1,14,42,0,102,30,39
1999,8.867,737.8,4,39,0,97,27,41
2000,9.452,613.0,9,38,0,76,11,14
2001,8.881,855.7,13,45,0,95,17,25
2002,8.993,1105.2,4,38,0,78,25,23
2003,9.059,512.5,31,82,0,127,24,35
2004,9.619,692.7,21,56,0,95,23,36
2005,8.339,701.8,11,46,0,110,28,70
2006,8.924,718.8,18,55,0,108,22,32
2007,9.519,799.8,9,49,0,87,16,14
2008,9.145,617.5,15,49,0,108,8,19
2009,8.832,655.0,5,50,0,98,30,38
2010,7.745,735.4,14,42,0,129,58,96
2011,9.172,794.8,8,56,0,108,17,22
2012,9.112,638.4,16,62,0,98,25,45
2013,8.712,697.1,22,48,0,104,27,40
2014,10.042,587.1,11,45,0,80,6,10
2015,9.98,547.0,31,59,0,99,8,22
2016,9.221,695.4,13,64,0,97,15,16
2017,9.338,646.9,17,64,0,95,22,42
2018,10.472,545.4,34,95,0,91,8,16
2019,10.137,591.0,26,70,0,98,9,17
2020,9.973,650.1,17,61,0,91,8,6
2021,8.89,748.3,9,60,0,118,12,42
2022,10.396,647.9,27,79,0,86,10,18
2023,10.926,672.8,23,82,0,77,6,21
