year,month,averageTemperature,totalPrecipitation,averageSnowCover
1949,1,-1.684,43.5,139.0
1949,2,-0.464,24.8,63.0
1949,3,-0.255,66.7,235.0
1949,4,9.18,90.0,14.0
1949,5,9.916,112.3,0.0
1949,6,12.99,28.7,0.0
1949,7,16.823,19.5,0.0
1949,8,16.052,71.3,0.0
1949,9,14.54,49.8,0.0
1949,10,9.616,8.4,0.0
1949,11,1.69,40.6,1.0
1949,12,1.184,101.3,24.0
1951,1,-0.142,105.0,294.0
1951,2,0.229,42.8,20.0
1951,3,0.948,63.1,26.0
1951,4,5.793,30.5,0.0
1951,5,10.274,45.2,0.0
1951,6,13.593,136.4,0.0
1951,7,15.79,80.1,0.0
1951,8,15.29,106.3,0.0
1951,9,12.887,52.0,0.0
1951,10,5.919,39.2,0.0
1951,11,4.333,91.2,5.0
1951,12,-0.252,48.1,66.0
1952,1,-2.197,65.5,323.0
1952,2,-2.548,52.9,858.0
1952,3,2.3,112.4,107.0
1952,4,8.557,76.2,23.0
1952,5,11.184,83.1,0.0
1952,6,14.757,58.5,0.0
1952,7,18.216,16.4,0.0
1952,8,17.268,46.3,0.0
1952,9,9.19,76.5,0.0
1952,10,5.803,97.1,0.0
1952,11,-0.217,195.5,345.0
1952,12,-2.423,62.1,180.0
1953,1,-3.739,36.5,292.0
1953,2,-1.746,53.1,564.0
1953,3,3.435,7.6,0.0
1953,4,7.937,38.5,0.0
1953,5,12.023,72.7,5.0
1953,6,13.503,162.3,0.0
1953,7,16.006,92.9,0.0
1953,8,14.842,42.1,0.0
1953,9,12.363,44.9,0.0
1953,10,8.539,35.4,0.0
1953,11,2.153,7.8,0.0
1953,12,0.365,33.9,38.0
1954,1,-5.203,107.3,526.0
1954,2,-4.236,31.4,75.0
1954,3,3.539,27.1,5.0
1954,4,3.903,98.9,31.0
1954,5,9.926,65.0,0.0
1954,6,14.3,72.5,0.0
1954,7,13.139,140.5,0.0
1954,8,13.777,122.0,0.0
1954,9,12.157,134.8,0.0
1954,10,7.648,53.8,0.0
1954,11,2.483,45.2,2.0
1954,12,1.081,115.7,58.0
